country_tag,country_name,character_id,name,role,is_ruler,is_ig_leader,is_general,is_admiral,other_role,birth_date,age_field,computed_age_1776,death_date,home_region,culture,religion,historical_status,actual_1776_holder,problem_type,date_quality,likely_1836_inheritance,priority,confidence,source_file,source_line_or_block,template_source,historical_source_1,historical_source_2,recommended_action
BAV,Bavaria,BAV_friedrich_august_von_gise,Friedrich August von Gise,IG_LEADER,NO,YES,NO,NO,,,53,,,STATE_BAVARIA,primary_culture,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,LIKELY_1836_INHERITANCE,APPROXIMATION_NOT_DOCUMENTED,YES,P2_MEDIUM,MEDIUM,vanilla:common/history/characters/bav - bavaria.txt,14,vanilla:common/character_templates/country_bav.txt:41,,,RESEARCH_MORE
BAV,Bavaria,BAV_jakob_von_washington,Jakob von Washington,GENERAL,NO,NO,YES,NO,,,58,,,STATE_BAVARIA,primary_culture,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,LIKELY_1836_INHERITANCE,APPROXIMATION_NOT_DOCUMENTED,YES,P2_MEDIUM,MEDIUM,vanilla:common/history/characters/bav - bavaria.txt,22,vanilla:common/character_templates/country_bav.txt:75,,,RESEARCH_MORE
BAV,Bavaria,BAV_joseph_anton_von_maffei,Joseph Anton von Maffei,IG_LEADER,NO,YES,NO,NO,,,46,,,STATE_BAVARIA,primary_culture,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,LIKELY_1836_INHERITANCE,APPROXIMATION_NOT_DOCUMENTED,YES,P2_MEDIUM,MEDIUM,vanilla:common/history/characters/bav - bavaria.txt,18,vanilla:common/character_templates/country_bav.txt:57,,,RESEARCH_MORE
BAV,Bavaria,BAV_karl_von_heideck,Karl von Heideck,GENERAL,NO,NO,YES,NO,,,48,,,STATE_BAVARIA,primary_culture,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,LIKELY_1836_INHERITANCE,APPROXIMATION_NOT_DOCUMENTED,YES,P2_MEDIUM,MEDIUM,vanilla:common/history/characters/bav - bavaria.txt,26,vanilla:common/character_templates/country_bav.txt:89,,,RESEARCH_MORE
BAV,Bavaria,BAV_maximillian_von_bayern,Maximilian von Bayern,HEIR,NO,NO,NO,NO,HEIR,,25,,,STATE_BAVARIA,primary_culture,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,LIKELY_1836_INHERITANCE,APPROXIMATION_NOT_DOCUMENTED,YES,P2_MEDIUM,MEDIUM,vanilla:common/history/characters/bav - bavaria.txt,10,vanilla:common/character_templates/country_bav.txt:23,,,RESEARCH_MORE
BEN,Benin,UNSCRIPTED_RULER_BEN,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
BEO,Belgium,UNSCRIPTED_RULER_BEO,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
BGI,Bagirmi,BGI__uthman_burkomanda_kenga,’Uthman Burkomanda Kenga,RULER,YES,NO,NO,NO,,,,,,STATE_CHAD,primary_culture,,ANACHRONISTIC,RESEARCH_REQUIRED,LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,UNKNOWN,YES,P1_HIGH,MEDIUM,vanilla:common/history/characters/bgi - bagirmi.txt,3,vanilla:common/character_templates/country_bgi.txt:1,,,REPLACE_CHARACTER
BHN,Bahrain,BHN_muhammad_al_khalifa,Muhammad al-Khalifa,RULER,YES,NO,NO,NO,,1809.8.25,,-34,,STATE_ABU_DHABI,primary_culture,,ANACHRONISTIC,RESEARCH_REQUIRED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/bhn - bahrain.txt,3,vanilla:common/character_templates/country_bhn.txt:1,,,REPLACE_CHARACTER
BHU,Bhutan,BHU_chhoki_gyaltshen,Chhoki Gyaltshen,RULER,YES,NO,NO,NO,,,62,,,STATE_EASTERN_HIMALAYAS,primary_culture,,ANACHRONISTIC,RESEARCH_REQUIRED,LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,APPROXIMATION_NOT_DOCUMENTED,YES,P1_HIGH,MEDIUM,vanilla:common/history/characters/bhu - bhutan.txt,3,vanilla:common/character_templates/country_bhu.txt:1,,,REPLACE_CHARACTER
BHV,Bhavnagar,BHV_wajesimhji_wakhatsimhji_template,Wajesimhji Wakhatsimhji Gohil,RULER,YES,NO,NO,NO,,1780.9.2,,-5,,STATE_GUJARAT,cu:gujarati,,ANACHRONISTIC,RESEARCH_REQUIRED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/bhv - bhavnagar.txt,4,vanilla:common/character_templates/indian_princely_states.txt:474,,,REPLACE_CHARACTER
BHV,Bhavnagar,BHV_akherajji_bhavsimhji_template,Akherajji Bhavsimhji Gohil,HEIR,NO,NO,NO,NO,HEIR,1817.12.12,,-42,,STATE_GUJARAT,cu:gujarati,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/bhv - bhavnagar.txt,7,vanilla:common/character_templates/indian_princely_states.txt:492,,,REMOVE_ANACHRONISTIC_CHARACTER
BHV,Bhavnagar,BHV_pramanandas_ranchordas_template,Pramanandas Ranchordas,IG_LEADER,NO,YES,NO,NO,,1760.2.12,,15,,STATE_GUJARAT,cu:gujarati,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P2_MEDIUM,MEDIUM,vanilla:common/history/characters/bhv - bhavnagar.txt,12,vanilla:common/character_templates/indian_princely_states.txt:512,,,RESEARCH_MORE
BIC,East India,UNSCRIPTED_RULER_BIC,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
BIC,East India,inline_BIC_bic - british india_7,Burdwan Raj,IG_LEADER,NO,YES,NO,NO,,,30,,,,cu:bengali,rel:hindu,YES,UNVERIFIED,NONE,APPROXIMATION_NOT_DOCUMENTED,NO,OK,MEDIUM,common/history/characters/bic - british india.txt,7,,,,KEEP
BIC,East India,inline_BIC_bic - british india_37,Claud Alexander,IG_LEADER,NO,YES,NO,NO,,,35,,,,cu:british,rel:protestant,YES,UNVERIFIED,NONE,APPROXIMATION_NOT_DOCUMENTED,NO,OK,MEDIUM,common/history/characters/bic - british india.txt,37,,,,KEEP
BIC,East India,BIC_dwarkanath_tagore,Dwarkanath Tagore,IG_LEADER,NO,YES,NO,NO,,1794.8.30,,-19,,,cu:bengali,rel:hindu,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/bic - britishindia.txt,17,common/character_templates/country_bic.txt:139,,,REMOVE_ANACHRONISTIC_CHARACTER
BIC,East India,inline_BIC_bic - british india_71,Haji Radhakanta,IG_LEADER,NO,YES,NO,NO,,,39,,,,cu:bengali,rel:hindu,UNCERTAIN,UNVERIFIED,NONE,UNKNOWN,NO,OK,LOW,common/history/characters/bic - british india.txt,71,,,,KEEP
BIC,East India,BIC_haji_shariatullah,Haji Shariatullah,IG_LEADER,NO,YES,NO,NO,,1781.1.1,,-5,,,cu:bengali,rel:sunni,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/bic - britishindia.txt,9,common/character_templates/country_bic.txt:39,,,REMOVE_ANACHRONISTIC_CHARACTER
BIC,East India,inline_BIC_05_military_formations_india_177,Henry Fane,GENERAL,NO,NO,YES,NO,,,30,,,,cu:british,,YES,UNVERIFIED,NONE,APPROXIMATION_NOT_DOCUMENTED,NO,OK,MEDIUM,common/history/military_formations/05_military_formations_india.txt,177,,,,KEEP
BIC,East India,BIC_john_wood,John Wood,ADMIRAL,NO,NO,NO,YES,,1812.1.2,,-37,,region_bombay,cu:scottish,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/bic - britishindia.txt,53,common/character_templates/country_bic.txt:1015,,,REMOVE_ANACHRONISTIC_CHARACTER
BIC,East India,BIC_prasanna_tagore,Prasanna Tagore,IG_LEADER,NO,YES,NO,NO,,1794.8.30,,-19,,,cu:bengali,rel:hindu,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/bic - britishindia.txt,21,common/character_templates/country_bic.txt:173,,,REMOVE_ANACHRONISTIC_CHARACTER
BIC,East India,BIC_radhakanta_deb,Radhakanta Deb,IG_LEADER,NO,YES,NO,NO,,1784.3.10,,-9,,,cu:bengali,rel:hindu,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/bic - britishindia.txt,13,common/character_templates/country_bic.txt:72,,,REMOVE_ANACHRONISTIC_CHARACTER
BIC,East India,BIC_ramgopal_ghosh,Ramgopal Ghosh,IG_LEADER,NO,YES,NO,NO,,1784.3.10,,-9,,,cu:bengali,rel:atheist,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/bic - britishindia.txt,25,common/character_templates/country_bic.txt:206,,,REMOVE_ANACHRONISTIC_CHARACTER
BIC,East India,inline_BIC_bic - british india_54,Robert Clive,IG_LEADER,NO,YES,NO,NO,,,45,,,,cu:british,rel:protestant,YES,UNVERIFIED,NONE,APPROXIMATION_NOT_DOCUMENTED,NO,OK,MEDIUM,common/history/characters/bic - british india.txt,54,,,,KEEP
BIC,East India,BIC_robert_grant,Robert Grant,IG_LEADER,NO,YES,NO,NO,,1779.1.1,,-3,,,cu:british,rel:protestant,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/bic - britishindia.txt,5,common/character_templates/country_bic.txt:105,,,REMOVE_ANACHRONISTIC_CHARACTER
BIC,East India,BIC_charles_malcolm,Sir Charles Malcolm,ADMIRAL,NO,NO,NO,YES,,1782.12.13,,-7,,region_bombay,cu:scottish,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/bic - britishindia.txt,57,common/character_templates/country_bic.txt:1031,,,REMOVE_ANACHRONISTIC_CHARACTER
BIC,East India,inline_BIC_bic - british india_22,Sir Charles Oakeley,IG_LEADER,NO,YES,NO,NO,,,42,,,,cu:british,rel:protestant,YES,UNVERIFIED,NONE,APPROXIMATION_NOT_DOCUMENTED,NO,OK,MEDIUM,common/history/characters/bic - british india.txt,22,,,,KEEP
BIC,East India,BIC_warren_hastings,Warren Hastings,OTHER,NO,NO,NO,NO,,1732.12.6,,43,,,cu:british,,YES,UNVERIFIED,NONE,EXACT_DATE_WEAKLY_SOURCED,NO,OK,MEDIUM,common/history/characters/bic - british india.txt,3,common/character_templates/country_bic.txt:5,,,KEEP
BIC,East India,inline_BIC_05_military_formations_india_193,inline_BIC_193,GENERAL,NO,NO,YES,NO,,,33,,,,cu:british,,UNCERTAIN,UNVERIFIED,NONE,UNKNOWN,NO,OK,LOW,common/history/military_formations/05_military_formations_india.txt,193,,,,KEEP
BIC,East India,inline_BIC_05_military_formations_india_206,inline_BIC_206,GENERAL,NO,NO,YES,NO,,,33,,,,cu:bengali,,UNCERTAIN,UNVERIFIED,NONE,UNKNOWN,NO,OK,LOW,common/history/military_formations/05_military_formations_india.txt,206,,,,KEEP
BIC,East India,inline_BIC_bic - britishindia_31,inline_BIC_31,IG_LEADER,NO,YES,NO,NO,,,,,,,cu:bengali,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,LIKELY_1836_INHERITANCE,UNKNOWN,YES,P2_MEDIUM,MEDIUM,vanilla:common/history/characters/bic - britishindia.txt,31,,,,RESEARCH_MORE
BIC,East India,inline_BIC_bic - britishindia_38,inline_BIC_38,IG_LEADER,NO,YES,NO,NO,,,,,,,cu:telegu,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,LIKELY_1836_INHERITANCE,UNKNOWN,YES,P2_MEDIUM,MEDIUM,vanilla:common/history/characters/bic - britishindia.txt,38,,,,RESEARCH_MORE
BIC,East India,inline_BIC_bic - britishindia_45,inline_BIC_45,IG_LEADER,NO,YES,NO,NO,,,,,,,cu:marathi,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,LIKELY_1836_INHERITANCE,UNKNOWN,YES,P2_MEDIUM,MEDIUM,vanilla:common/history/characters/bic - britishindia.txt,45,,,,RESEARCH_MORE
BLA,Bilua,UNSCRIPTED_RULER_BLA,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
BLE,Baule,UNSCRIPTED_RULER_BLE,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
BLF,Niitsitapi,UNSCRIPTED_RULER_BLF,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
BLG,Bulungan,BLG_muhammad_alimuddin_bulungan,Muhammed Alimuddin of Bulungan,RULER,YES,NO,NO,NO,,1801.2.5,,-26,,STATE_EAST_BORNEO,primary_culture,,ANACHRONISTIC,RESEARCH_REQUIRED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/blg - bulungan.txt,3,vanilla:common/character_templates/country_blg.txt:1,,,REPLACE_CHARACTER
BLG,Bulungan,BLG_muhammad_jalaluddin_bulungan,Muhammad Jalaluddin of Bulungan,HEIR,NO,NO,NO,NO,HEIR,1832.10.2,,-57,,STATE_EAST_BORNEO,primary_culture,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/blg - bulungan.txt,7,vanilla:common/character_templates/country_blg.txt:15,,,REMOVE_ANACHRONISTIC_CHARACTER
BMB,Bemba,UNSCRIPTED_RULER_BMB,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
BMM,Bamum,UNSCRIPTED_RULER_BMM,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
BND,Bundu,UNSCRIPTED_RULER_BND,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
BNG,Bangala,UNSCRIPTED_RULER_BNG,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
BNJ,Banjar,BNJ_adam_al_watsiq_billah_banjar,Adam al-Watsiq Billah of Banjar,RULER,YES,NO,NO,NO,,1798.11.5,,-23,,STATE_EAST_BORNEO,primary_culture,,ANACHRONISTIC,RESEARCH_REQUIRED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/bnj - banjar.txt,3,vanilla:common/character_templates/country_bnj.txt:1,,,REPLACE_CHARACTER
BNJ,Banjar,BNJ_tamjidullah_al_watsiqu_billah_banjar,Tamjidullah al-Watsiqu Billah of Banjar,HEIR,NO,NO,NO,NO,HEIR,1822.9.2,,-47,,STATE_EAST_BORNEO,primary_culture,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/bnj - banjar.txt,7,vanilla:common/character_templates/country_bnj.txt:16,,,REMOVE_ANACHRONISTIC_CHARACTER
BNN,Pannakwati,UNSCRIPTED_RULER_BNN,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
BNY,Bunyoro,UNSCRIPTED_RULER_BNY,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
BOB,Bobangi,UNSCRIPTED_RULER_BOB,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
BOR,Bornu,BOR_ibrahim_sayfawa,Ibrahim Sayfawa,RULER,YES,NO,NO,NO,,,41,,,STATE_BORNU,primary_culture,,ANACHRONISTIC,RESEARCH_REQUIRED,LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,APPROXIMATION_NOT_DOCUMENTED,YES,P1_HIGH,MEDIUM,vanilla:common/history/characters/bor - bornu.txt,3,vanilla:common/character_templates/country_bor.txt:1,,,REPLACE_CHARACTER
BOR,Bornu,BOR_muhammad_al_amin_al_kanemi,Muhammad al-Amin al-Kanemi,HEIR,NO,NO,NO,NO,HEIR,,60,,,STATE_BORNU,primary_culture,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,LIKELY_1836_INHERITANCE,APPROXIMATION_NOT_DOCUMENTED,YES,P2_MEDIUM,MEDIUM,vanilla:common/history/characters/bor - bornu.txt,7,vanilla:common/character_templates/country_bor.txt:15,,,RESEARCH_MORE
BRA,Brunswick,BRA_wilhelm_von_braunschweig,Wilhelm von Braunschweig,RULER,YES,NO,NO,NO,,,30,,,STATE_BRUNSWICK,primary_culture,,ANACHRONISTIC,RESEARCH_REQUIRED,LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,APPROXIMATION_NOT_DOCUMENTED,YES,P1_HIGH,MEDIUM,vanilla:common/history/characters/bra - brunswick.txt,3,vanilla:common/character_templates/country_bra.txt:1,,,REPLACE_CHARACTER
BRD,Burundi,UNSCRIPTED_RULER_BRD,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
BRE,Bremen,BRE_johann_smidt,Johann Smidt,RULER;IG_LEADER,YES,YES,NO,NO,,,63,,,STATE_ELBE,primary_culture,,ANACHRONISTIC,RESEARCH_REQUIRED,LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,APPROXIMATION_NOT_DOCUMENTED,YES,P1_HIGH,MEDIUM,vanilla:common/history/characters/bre - bremen.txt,3,vanilla:common/character_templates/country_bre.txt:1,,,REPLACE_CHARACTER
BRG,Borgu,UNSCRIPTED_RULER_BRG,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
BRK,Brakna,UNSCRIPTED_RULER_BRK,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
BRU,Brunei,BRU_omar_ali_bolkiah,Omar Ali Bolkiah,RULER,YES,NO,NO,NO,,,37,,,STATE_NORTH_BORNEO,primary_culture,,ANACHRONISTIC,RESEARCH_REQUIRED,LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,APPROXIMATION_NOT_DOCUMENTED,YES,P1_HIGH,MEDIUM,vanilla:common/history/characters/bru - brunei.txt,3,vanilla:common/character_templates/country_bru.txt:1,,,REPLACE_CHARACTER
BRU,Brunei,BRU_abdul_momin_bolkiah,Abdul Momin Bolkiah,HEIR,NO,NO,NO,NO,HEIR,,48,,,STATE_NORTH_BORNEO,primary_culture,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,LIKELY_1836_INHERITANCE,APPROXIMATION_NOT_DOCUMENTED,YES,P2_MEDIUM,MEDIUM,vanilla:common/history/characters/bru - brunei.txt,7,vanilla:common/character_templates/country_bru.txt:16,,,RESEARCH_MORE
BRZ,Brazil,BRZ_diogo_antonio_feijo,Diogo Antônio Feijó,RULER,YES,NO,NO,NO,,1784.8.17,,-9,,STATE_SAO_PAULO,primary_culture,,ANACHRONISTIC,RESEARCH_REQUIRED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/brz - brazil.txt,17,vanilla:common/character_templates/country_brz.txt:60,,,REPLACE_CHARACTER
BRZ,Brazil,BRZ_antonio_carlos_ribeiro_de_andrada,Antônio Ribeiro de Andrada,IG_LEADER,NO,YES,NO,NO,,1773.11.1,,2,,STATE_SAO_PAULO,primary_culture,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P2_MEDIUM,MEDIUM,vanilla:common/history/characters/brz - brazil.txt,33,vanilla:common/character_templates/country_brz.txt:115,,,RESEARCH_MORE
BRZ,Brazil,BRZ_aureliano_de_sousa,Aureliano de Sousa e Oliveira Coutinho,IG_LEADER,NO,YES,NO,NO,,1800.7.21,,-25,,STATE_RIO_DE_JANEIRO,primary_culture,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/brz - brazil.txt,45,vanilla:common/character_templates/country_brz.txt:172,,,REMOVE_ANACHRONISTIC_CHARACTER
BRZ,Brazil,BRZ_bernardo_pereira_de_vasconcelos,Bernardo Pereira de Vasconcelos,IG_LEADER,NO,YES,NO,NO,,1795.8.27,,-20,,STATE_MINAS_GERAIS,primary_culture,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/brz - brazil.txt,25,vanilla:common/character_templates/country_brz.txt:78,,,REMOVE_ANACHRONISTIC_CHARACTER
BRZ,Brazil,BRZ_francisco_sabino,Francisco Sabino,OTHER,NO,NO,NO,NO,,1796.11.6,,-21,,STATE_BAHIA,primary_culture,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/brz - brazil.txt,69,vanilla:common/character_templates/country_brz.txt:695,,,REMOVE_ANACHRONISTIC_CHARACTER
BRZ,Brazil,BRZ_januario_da_cunha_barbosa,Januário da Cunha Barbosa,IG_LEADER,NO,YES,NO,NO,,1775.4.19,,0,,STATE_RIO_DE_JANEIRO,primary_culture,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P2_MEDIUM,MEDIUM,vanilla:common/history/characters/brz - brazil.txt,37,vanilla:common/character_templates/country_brz.txt:133,,,RESEARCH_MORE
