"id","script_path","line","raw_message","legacy_region_key","script_context","API_or_trigger","left_scope","expected_object_type","runtime_observed","runtime_occurrences_if_script_system","fork_file","vanilla_homologue","modern_object","migration_rule","classification","safe_fix","patch_applied","notes"
"RGN-202","common/journal_entries/07_hindustan_is_durrani_mod.txt","15","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_central_india' file location: common/journal_entries/07_hindustan_is_durrani_mod.txt:15","region_central_india","region = sr:region_central_india","region comparison","state-compatible scope","geographic_region","YES","13","YES","Victoria 3 1.13.9 defines geographic_region_central_india_old.","is_in_geographic_region = geographic_region_central_india_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-203","common/journal_entries/07_hindustan_is_durrani_mod.txt","20","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_punjab' file location: common/journal_entries/07_hindustan_is_durrani_mod.txt:20","region_punjab","region = sr:region_punjab","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_punjab_old.","is_in_geographic_region = geographic_region_punjab_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-204","common/journal_entries/07_hindustan_is_durrani_mod.txt","25","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_bombay' file location: common/journal_entries/07_hindustan_is_durrani_mod.txt:25","region_bombay","region = sr:region_bombay","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_bombay_old.","is_in_geographic_region = geographic_region_bombay_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-205","common/journal_entries/07_hindustan_is_durrani_mod.txt","41","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_central_india' file location: common/journal_entries/07_hindustan_is_durrani_mod.txt:41","region_central_india","region = sr:region_central_india","region comparison","state-compatible scope","geographic_region","YES","13","YES","Victoria 3 1.13.9 defines geographic_region_central_india_old.","is_in_geographic_region = geographic_region_central_india_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-206","common/journal_entries/07_hindustan_is_durrani_mod.txt","42","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_punjab' file location: common/journal_entries/07_hindustan_is_durrani_mod.txt:42","region_punjab","region = sr:region_punjab","region comparison","state-compatible scope","geographic_region","YES","13","YES","Victoria 3 1.13.9 defines geographic_region_punjab_old.","is_in_geographic_region = geographic_region_punjab_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-207","common/journal_entries/07_hindustan_is_durrani_mod.txt","43","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_bombay' file location: common/journal_entries/07_hindustan_is_durrani_mod.txt:43","region_bombay","region = sr:region_bombay","region comparison","state-compatible scope","geographic_region","YES","13","YES","Victoria 3 1.13.9 defines geographic_region_bombay_old.","is_in_geographic_region = geographic_region_bombay_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-EXT-001","common/journal_entries/03_afghanistan.txt","13","Invalid strategic region 'region_persia'","region_persia","has_interest_marker_in_region = region_persia","has_interest_marker_in_region","country","strategic_region","YES","","YES","LOG-CLEANUP-12 already proved the current Persia interest region.","sr:region_greater_persia","INTEREST_MARKER_TO_CURRENT_STRATEGIC_REGION","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","LOG12 runtime extension; API retained and only its argument changed."
"RGN-EXT-002","common/journal_entries/03_afghanistan.txt","101","Invalid strategic region 'region_persia'","region_persia","has_interest_marker_in_region = region_persia","has_interest_marker_in_region","country","strategic_region","YES","","YES","LOG-CLEANUP-12 already proved the current Persia interest region.","sr:region_greater_persia","INTEREST_MARKER_TO_CURRENT_STRATEGIC_REGION","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","LOG12 runtime extension; API retained and only its argument changed."
"RGN-EXT-003","common/journal_entries/03_afghanistan.txt","112","Invalid strategic region 'region_persia'","region_persia","has_interest_marker_in_region = region_persia","has_interest_marker_in_region","country","strategic_region","YES","","YES","LOG-CLEANUP-12 already proved the current Persia interest region.","sr:region_greater_persia","INTEREST_MARKER_TO_CURRENT_STRATEGIC_REGION","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","LOG12 runtime extension; API retained and only its argument changed."
"RGN-EXT-004","common/journal_entries/03_afghanistan.txt","126","Invalid strategic region 'region_persia'","region_persia","has_interest_marker_in_region = region_persia","has_interest_marker_in_region","country","strategic_region","YES","","YES","LOG-CLEANUP-12 already proved the current Persia interest region.","sr:region_greater_persia","INTEREST_MARKER_TO_CURRENT_STRATEGIC_REGION","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","LOG12 runtime extension; API retained and only its argument changed."
"RGN-EXT-005","common/journal_entries/03_afghanistan.txt","148","Invalid strategic region 'region_persia'","region_persia","has_interest_marker_in_region = region_persia","has_interest_marker_in_region","country","strategic_region","YES","","YES","LOG-CLEANUP-12 already proved the current Persia interest region.","sr:region_greater_persia","INTEREST_MARKER_TO_CURRENT_STRATEGIC_REGION","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","LOG12 runtime extension; API retained and only its argument changed."
"RGN-EXT-006","common/journal_entries/03_afghanistan.txt","166","Invalid strategic region 'region_persia'","region_persia","has_interest_marker_in_region = region_persia","has_interest_marker_in_region","country","strategic_region","YES","","YES","LOG-CLEANUP-12 already proved the current Persia interest region.","sr:region_greater_persia","INTEREST_MARKER_TO_CURRENT_STRATEGIC_REGION","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","LOG12 runtime extension; API retained and only its argument changed."
"RGN-EXT-007","common/journal_entries/03_afghanistan.txt","197","Invalid strategic region 'region_persia'","region_persia","has_interest_marker_in_region = region_persia","has_interest_marker_in_region","country","strategic_region","YES","","YES","LOG-CLEANUP-12 already proved the current Persia interest region.","sr:region_greater_persia","INTEREST_MARKER_TO_CURRENT_STRATEGIC_REGION","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","LOG12 runtime extension; API retained and only its argument changed."
"RGN-EXT-008","common/journal_entries/03_afghanistan.txt","208","Invalid strategic region 'region_persia'","region_persia","has_interest_marker_in_region = region_persia","has_interest_marker_in_region","country","strategic_region","YES","","YES","LOG-CLEANUP-12 already proved the current Persia interest region.","sr:region_greater_persia","INTEREST_MARKER_TO_CURRENT_STRATEGIC_REGION","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","LOG12 runtime extension; API retained and only its argument changed."
"RGN-EXT-009","common/journal_entries/03_afghanistan.txt","222","Invalid strategic region 'region_persia'","region_persia","has_interest_marker_in_region = region_persia","has_interest_marker_in_region","country","strategic_region","YES","","YES","LOG-CLEANUP-12 already proved the current Persia interest region.","sr:region_greater_persia","INTEREST_MARKER_TO_CURRENT_STRATEGIC_REGION","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","LOG12 runtime extension; API retained and only its argument changed."
"RGN-EXT-010","common/journal_entries/03_afghanistan.txt","244","Invalid strategic region 'region_persia'","region_persia","has_interest_marker_in_region = region_persia","has_interest_marker_in_region","country","strategic_region","YES","","YES","LOG-CLEANUP-12 already proved the current Persia interest region.","sr:region_greater_persia","INTEREST_MARKER_TO_CURRENT_STRATEGIC_REGION","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","LOG12 runtime extension; API retained and only its argument changed."
"RGN-EXT-011","common/journal_entries/03_afghanistan.txt","262","Invalid strategic region 'region_persia'","region_persia","has_interest_marker_in_region = region_persia","has_interest_marker_in_region","country","strategic_region","YES","","YES","LOG-CLEANUP-12 already proved the current Persia interest region.","sr:region_greater_persia","INTEREST_MARKER_TO_CURRENT_STRATEGIC_REGION","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","LOG12 runtime extension; API retained and only its argument changed."
"RGN-EXT-012","common/journal_entries/03_afghanistan.txt","286","Invalid strategic region 'region_persia'","region_persia","has_interest_marker_in_region = region_persia","has_interest_marker_in_region","country","strategic_region","YES","","YES","LOG-CLEANUP-12 already proved the current Persia interest region.","sr:region_greater_persia","INTEREST_MARKER_TO_CURRENT_STRATEGIC_REGION","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","LOG12 runtime extension; API retained and only its argument changed."
"RGN-EXT-013","common/journal_entries/03_afghanistan.txt","298","Invalid strategic region 'region_persia'","region_persia","has_interest_marker_in_region = region_persia","has_interest_marker_in_region","country","strategic_region","YES","","YES","LOG-CLEANUP-12 already proved the current Persia interest region.","sr:region_greater_persia","INTEREST_MARKER_TO_CURRENT_STRATEGIC_REGION","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","LOG12 runtime extension; API retained and only its argument changed."
"RGN-EXT-014","common/journal_entries/03_afghanistan.txt","318","Invalid strategic region 'region_persia'","region_persia","has_interest_marker_in_region = region_persia","has_interest_marker_in_region","country","strategic_region","YES","","YES","LOG-CLEANUP-12 already proved the current Persia interest region.","sr:region_greater_persia","INTEREST_MARKER_TO_CURRENT_STRATEGIC_REGION","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","LOG12 runtime extension; API retained and only its argument changed."
"RGN-EXT-015","common/journal_entries/03_afghanistan.txt","336","Invalid strategic region 'region_persia'","region_persia","has_interest_marker_in_region = region_persia","has_interest_marker_in_region","country","strategic_region","YES","","YES","LOG-CLEANUP-12 already proved the current Persia interest region.","sr:region_greater_persia","INTEREST_MARKER_TO_CURRENT_STRATEGIC_REGION","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","LOG12 runtime extension; API retained and only its argument changed."
"RGN-EXT-016","common/journal_entries/03_afghanistan.txt","443","Invalid strategic region 'region_persia'","region_persia","has_interest_marker_in_region = region_persia","has_interest_marker_in_region","country","strategic_region","YES","","YES","LOG-CLEANUP-12 already proved the current Persia interest region.","sr:region_greater_persia","INTEREST_MARKER_TO_CURRENT_STRATEGIC_REGION","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","LOG12 runtime extension; API retained and only its argument changed."
"RGN-EXT-017","common/journal_entries/03_afghanistan.txt","461","Invalid strategic region 'region_persia'","region_persia","has_interest_marker_in_region = region_persia","has_interest_marker_in_region","country","strategic_region","YES","","YES","LOG-CLEANUP-12 already proved the current Persia interest region.","sr:region_greater_persia","INTEREST_MARKER_TO_CURRENT_STRATEGIC_REGION","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","LOG12 runtime extension; API retained and only its argument changed."
"RGN-EXT-018","common/journal_entries/07_american_mod_jes.txt","105","Invalid strategic region 'region_dixie'","region_dixie","has_interest_marker_in_region = region_dixie","has_interest_marker_in_region","country","strategic_region","YES","","YES","LOG-CLEANUP-12 already proved the current Dixie interest region.","sr:region_atlantic_coast","INTEREST_MARKER_TO_CURRENT_STRATEGIC_REGION","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","LOG12 runtime extension; API retained and only its argument changed."
"RGN-EXT-019","common/on_actions/00_code_on_actions.txt","4993","Invalid strategic region 'region_manchuria'","region_manchuria","has_interest_marker_in_region = region_manchuria","has_interest_marker_in_region","country","strategic_region","YES","","YES","Exact vanilla 1.13.9 homologue uses sr:region_northeast_asia at line 5373.","sr:region_northeast_asia","INTEREST_MARKER_TO_CURRENT_STRATEGIC_REGION","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","LOG12 runtime extension; exact vanilla homologue, not inferred."
"RGN-EXT-020","events/egyptian_crisis_events.txt","82","Invalid strategic region 'region_arabic'","region_arabic","has_interest_marker_in_region = region_arabic","has_interest_marker_in_region","country","strategic_region","YES","","YES","LOG-CLEANUP-12 already proved the current Arabic interest region.","sr:region_arabia","INTEREST_MARKER_TO_CURRENT_STRATEGIC_REGION","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","LOG12 runtime extension; API retained and only its argument changed."
"RGN-EXT-021","events/egyptian_crisis_events.txt","104","Invalid strategic region 'region_arabic'","region_arabic","has_interest_marker_in_region = region_arabic","has_interest_marker_in_region","country","strategic_region","YES","","YES","LOG-CLEANUP-12 already proved the current Arabic interest region.","sr:region_arabia","INTEREST_MARKER_TO_CURRENT_STRATEGIC_REGION","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","LOG12 runtime extension; API retained and only its argument changed."
"RGN-EXT-022","events/italian_unification.txt","931","Invalid strategic region 'region_italy'","region_italy","has_interest_marker_in_region = region_italy","has_interest_marker_in_region","country","strategic_region","YES","","YES","Exact vanilla 1.13.9 homologue uses sr:region_southern_europe at line 895.","sr:region_southern_europe","INTEREST_MARKER_TO_CURRENT_STRATEGIC_REGION","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","LOG12 runtime extension; exact vanilla homologue, not inferred."
