tag,country_name,state,population_relevant,incorporated,military_law,technology_factor,existing_modifier_factor,native_conscription_rate,native_max_capacity,allocated_target,implemented_capacity,shortfall,shortfall_reason,temporary_modifier_candidate,confidence,notes
CHI,China,STATE_GUANGDONG,3165598,YES,law_peasant_levies,1.0,NONE,0.040000,25,5,5,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=12662392; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
CHI,China,STATE_GUANGXI,3734727,YES,law_peasant_levies,1.0,NONE,0.040000,25,5,5,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=14938908; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
CHI,China,STATE_GUIZHOU,1159532,YES,law_peasant_levies,1.0,NONE,0.040000,25,5,5,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=4638128; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
CHI,China,STATE_HENAN,5234096,YES,law_peasant_levies,1.0,NONE,0.040000,25,5,5,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=20936384; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
CHI,China,STATE_HINGGAN,533854,NO,law_peasant_levies,1.0,unincorporated=-0.5,0.020000,10,2,2,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=2135417; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
CHI,China,STATE_HUNAN,3349998,YES,law_peasant_levies,1.0,NONE,0.040000,25,5,5,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=13399992; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
CHI,China,STATE_JETISY,33410,NO,law_peasant_levies,1.0,unincorporated=-0.5,0.020000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=133642; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
CHI,China,STATE_JIANGSU,2748402,YES,law_peasant_levies,1.0,NONE,0.040000,25,5,5,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=10993608; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
CHI,China,STATE_JIANGXI,6053374,YES,law_peasant_levies,1.0,NONE,0.040000,25,5,5,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=24213496; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
CHI,China,STATE_KIRGHIZIA,22063,NO,law_peasant_levies,1.0,unincorporated=-0.5,0.020000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=88252; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
CHI,China,STATE_NANJING,2783071,YES,law_peasant_levies,1.0,NONE,0.040000,25,5,5,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=11132284; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
CHI,China,STATE_NINGXIA,2205147,YES,law_peasant_levies,1.0,NONE,0.040000,25,5,5,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=8820588; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
CHI,China,STATE_NORTHERN_ANHUI,2665500,YES,law_peasant_levies,1.0,NONE,0.040000,25,5,5,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=10662000; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
CHI,China,STATE_NORTHERN_MANCHURIA,772401,YES,law_peasant_levies,1.0,NONE,0.040000,25,5,5,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=3089604; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
CHI,China,STATE_OUTER_MANCHURIA,19000,NO,law_peasant_levies,1.0,unincorporated=-0.5,0.020000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=76000; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
CHI,China,STATE_QINGHAI,312001,NO,law_peasant_levies,1.0,unincorporated=-0.5,0.020000,6,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1248004; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
CHI,China,STATE_SHANDONG,3794000,YES,law_peasant_levies,1.0,NONE,0.040000,25,5,5,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=15176000; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
CHI,China,STATE_SHANXI,3710021,YES,law_peasant_levies,1.0,NONE,0.040000,25,5,5,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=14840084; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
CHI,China,STATE_SHAOZHOU,2228498,YES,law_peasant_levies,1.0,NONE,0.040000,25,5,5,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=8913992; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
CHI,China,STATE_SHENGJING,543501,YES,law_peasant_levies,1.0,NONE,0.040000,21,4,4,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=2174006; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
CHI,China,STATE_SICHUAN,3500949,YES,law_peasant_levies,1.0,NONE,0.040000,25,5,5,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=14003796; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
CHI,China,STATE_SOUTHERN_ANHUI,5708102,YES,law_peasant_levies,1.0,NONE,0.040000,25,5,5,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=22832408; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
CHI,China,STATE_SOUTHERN_MANCHURIA,2204799,YES,law_peasant_levies,1.0,NONE,0.040000,25,5,5,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=8819196; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
CHI,China,STATE_SUZHOU,4418002,YES,law_peasant_levies,1.0,NONE,0.040000,25,5,5,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=17672008; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
CHI,China,STATE_TIANSHAN,92550,NO,law_peasant_levies,1.0,unincorporated=-0.5,0.020000,1,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=370200; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
CHI,China,STATE_TUVA,12250,NO,law_peasant_levies,1.0,unincorporated=-0.5,0.020000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=49000; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
CHI,China,STATE_ULIASTAI,70905,NO,law_peasant_levies,1.0,unincorporated=-0.5,0.020000,1,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=283623; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
CHI,China,STATE_URGA,85249,NO,law_peasant_levies,1.0,unincorporated=-0.5,0.020000,1,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=340996; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
CHI,China,STATE_WESTERN_HUBEI,3287500,YES,law_peasant_levies,1.0,NONE,0.040000,25,5,5,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=13150000; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
CHI,China,STATE_XIAN,2423948,YES,law_peasant_levies,1.0,NONE,0.040000,25,5,5,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=9695792; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
CHI,China,STATE_YUNNAN,1559597,YES,law_peasant_levies,1.0,NONE,0.040000,25,5,5,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=6238388; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
CHI,China,STATE_ZHEJIANG,2368250,YES,law_peasant_levies,1.0,NONE,0.040000,25,5,5,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=9473000; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
CHI,China,STATE_ZHILI,2125780,YES,law_peasant_levies,1.0,NONE,0.040000,25,5,5,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=8503121; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
CHP,Champasak,STATE_LAOS,36804,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,2,0,2,TECH,NO,MEDIUM_HIGH_STATIC,Total population=142216; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
CIR,Circassia,STATE_KUBAN,147500,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,3,42,3,39,POPULATION,NO,MEDIUM_HIGH_STATIC,Total population=590000; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
CIR,Circassia,STATE_NORTH_CAUCASUS,17702,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=70809; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
CMI,Chiang Mai,STATE_CHIANG_MAI,238600,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,5,8,5,3,TECH,NO,MEDIUM_HIGH_STATIC,Total population=924200; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
COB,Saxe-Coburg-Gotha,STATE_SAXONY,39134,YES,law_professional_army,1.0,NONE,0.010000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=156537; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
COC,Cochin,STATE_TRAVANCORE,132612,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,3,0,3,LAW,NO,MEDIUM_HIGH_STATIC,Total population=530451; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
CON,Constantine,STATE_CONSTANTINE,380063,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,9,4,4,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1488235; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
COO,Cooch Behar,STATE_WEST_BENGAL,66188,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,3,0,3,POPULATION,NO,MEDIUM_HIGH_STATIC,Total population=243388; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
CRI,Crimea,STATE_BESSARABIA,155040,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,3,3,3,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=620162; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
CRI,Crimea,STATE_CHERSON,277141,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,6,6,6,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1108564; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
CRI,Crimea,STATE_CRIMEA,77314,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=309258; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
CRI,Crimea,STATE_KUBAN,107550,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=430200; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
CRI,Crimea,STATE_TAURIDA,375461,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,9,20,9,11,TECH,NO,MEDIUM_HIGH_STATIC,Total population=1501845; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
CUB,Cuba,STATE_CENTRAL_CUBA,104779,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=281918; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
CUB,Cuba,STATE_EASTERN_CUBA,77291,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=217390; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
CUB,Cuba,STATE_WESTERN_CUBA,146251,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=405470; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
DAH,Dahomey,STATE_DAHOMEY,111453,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,2,20,2,18,POPULATION,NO,MEDIUM_HIGH_STATIC,Total population=402812; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
DAI,Dai Nam,STATE_ANNAM,609172,YES,law_peasant_levies,1.0,NONE,0.040000,24,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=2406625; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
DAI,Dai Nam,STATE_LAOS,23138,NO,law_peasant_levies,1.0,unincorporated=-0.5,0.020000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=92552; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
DAI,Dai Nam,STATE_MEKONG,456797,YES,law_peasant_levies,1.0,NONE,0.040000,18,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1757188; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
DAI,Dai Nam,STATE_TONKIN,583661,YES,law_peasant_levies,1.0,NONE,0.040000,23,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=2314544; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
DEI,East Indies,STATE_CAPE_COLONY,107076,YES,law_peasant_levies,1.0,NONE,0.040000,4,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=428304; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
DEI,East Indies,STATE_CELEBES,14173,YES,law_peasant_levies,1.0,NONE,0.040000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=49863; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
DEI,East Indies,STATE_CENTRAL_JAVA,530454,YES,law_peasant_levies,1.0,NONE,0.040000,21,4,4,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=2102816; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
DEI,East Indies,STATE_CEYLON,306825,YES,law_peasant_levies,1.0,NONE,0.040000,12,3,3,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1199900; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
DEI,East Indies,STATE_EASTERN_CAPE,30549,YES,law_peasant_levies,1.0,NONE,0.040000,1,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=122196; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
DEI,East Indies,STATE_EAST_JAVA,525349,YES,law_peasant_levies,1.0,NONE,0.040000,21,4,4,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=2080396; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
DEI,East Indies,STATE_MOLUCCAS,71789,YES,law_peasant_levies,1.0,NONE,0.040000,2,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=254291; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
DEI,East Indies,STATE_SUNDA_ISLANDS,188796,YES,law_peasant_levies,1.0,NONE,0.040000,7,2,2,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=705184; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
DEI,East Indies,STATE_WEST_JAVA,975553,NO,law_peasant_levies,1.0,unincorporated=-0.5,0.020000,19,4,4,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=3861212; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
DENNOR,Denmark-Norway,STATE_EASTERN_NORWAY,88200,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,18,0,18,POPULATION,NO,MEDIUM_HIGH_STATIC,Total population=352800; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
DENNOR,Denmark-Norway,STATE_GOLD_COAST,10671,NO,law_professional_army,1.0,church_law=-0.4;unincorporated=-0.5,0.001000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=42685; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
DENNOR,Denmark-Norway,STATE_GREENLAND,1230,NO,law_professional_army,1.0,church_law=-0.4;unincorporated=-0.5,0.001000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=4920; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
DENNOR,Denmark-Norway,STATE_ICELAND,15930,NO,law_professional_army,1.0,church_law=-0.4;unincorporated=-0.5,0.001000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=63720; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
DENNOR,Denmark-Norway,STATE_JUTLAND,137227,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=548908; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
DENNOR,Denmark-Norway,STATE_MADRAS,8578,NO,law_professional_army,1.0,church_law=-0.4;unincorporated=-0.5,0.001000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=34313; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
DENNOR,Denmark-Norway,STATE_NORTHERN_NORWAY,84315,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=337260; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
DENNOR,Denmark-Norway,STATE_PEGU,2275,NO,law_professional_army,1.0,church_law=-0.4;unincorporated=-0.5,0.001000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=9102; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
DENNOR,Denmark-Norway,STATE_WESTERN_NORWAY,136700,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=546800; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
DENNOR,Denmark-Norway,STATE_WEST_INDIES,10997,NO,law_professional_army,1.0,church_law=-0.4;unincorporated=-0.5,0.001000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=43988; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
DENNOR,Denmark-Norway,STATE_ZEALAND,164199,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=656796; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
DFR,Darfur,STATE_DARFUR,62598,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,6,1,5,POPULATION,NO,MEDIUM_HIGH_STATIC,Total population=235992; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
