tag,formation,state,unit_type,raw_cap,effective_cap,r1_assigned,final_assigned,rejection_reason,materialization_expected,law_forced_composition_simplification,mismatch_after
TRS,NONE,STATE_NORTHERN_TRANSYLVANIA,N/A_NO_SCRIPTED_CONSCRIPTS,4,3,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,NO,0
TRS,NONE,STATE_SOUTHERN_TRANSYLVANIA,N/A_NO_SCRIPTED_CONSCRIPTS,4,3,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,NO,0
TUG,FIRST_SCRIPTED_LAND_FORMATION,STATE_EAST_SAHARA,combat_unit_type_irregular_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
TUN,FIRST_SCRIPTED_LAND_FORMATION,STATE_TUNISIA,combat_unit_type_irregular_infantry,14,8,10,8,NONE,YES,YES,0
TUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_ADANA,combat_unit_type_irregular_infantry,4,2,0,2,NONE,YES,YES,0
TUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_ALBANIA,combat_unit_type_irregular_infantry,13,6,13,6,NONE,YES,YES,0
TUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_ALEPPO,combat_unit_type_irregular_infantry,7,3,0,3,NONE,YES,YES,0
TUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_ANKARA,combat_unit_type_irregular_infantry,16,9,16,9,NONE,YES,YES,0
TUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_ATTICA,combat_unit_type_irregular_infantry,7,3,0,3,NONE,YES,YES,0
TUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_AYDIN,combat_unit_type_irregular_infantry,11,6,11,6,NONE,YES,YES,0
TUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_BOSNIA,combat_unit_type_irregular_infantry,9,5,9,5,NONE,YES,YES,0
TUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_BULGARIA,combat_unit_type_irregular_infantry,9,5,9,5,NONE,YES,YES,0
TUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_CRETE,combat_unit_type_irregular_infantry,2,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
TUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_CYPRUS,combat_unit_type_irregular_infantry,2,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
TUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_DIYARBAKIR,combat_unit_type_irregular_infantry,8,4,0,4,NONE,YES,YES,0
TUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_DOBRUDJA,combat_unit_type_irregular_infantry,3,1,0,1,NONE,YES,YES,0
TUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_DONGOLA,combat_unit_type_irregular_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
TUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_EASTERN_SERBIA,combat_unit_type_irregular_infantry,6,3,0,3,NONE,YES,YES,0
TUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_EASTERN_THRACE,combat_unit_type_irregular_infantry,14,8,14,8,NONE,YES,YES,0
TUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_EAST_AEGEAN_ISLANDS,combat_unit_type_irregular_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
TUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_ERITREA,combat_unit_type_irregular_infantry,2,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
TUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_ERZURUM,combat_unit_type_irregular_infantry,9,5,8,5,NONE,YES,YES,0
TUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_HUDAVENDIGAR,combat_unit_type_irregular_infantry,11,6,11,6,NONE,YES,YES,0
TUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_KARS,combat_unit_type_irregular_infantry,2,1,0,1,NONE,YES,YES,0
TUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_KASTAMONU,combat_unit_type_irregular_infantry,8,4,0,4,NONE,YES,YES,0
TUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_KONYA,combat_unit_type_irregular_infantry,9,4,0,4,NONE,YES,YES,0
TUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_KOSOVO,combat_unit_type_irregular_infantry,4,1,0,1,NONE,YES,YES,0
TUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_LEBANON,combat_unit_type_irregular_infantry,4,2,0,2,NONE,YES,YES,0
TUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_LOWER_EGYPT,combat_unit_type_irregular_infantry,25,16,25,16,NONE,YES,YES,0
TUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_MACEDONIA,combat_unit_type_irregular_infantry,5,2,0,2,NONE,YES,YES,0
TUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_MATRUH,combat_unit_type_irregular_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
TUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_MIDDLE_EGYPT,combat_unit_type_irregular_infantry,12,7,12,7,NONE,YES,YES,0
TUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_MONTENEGRO,combat_unit_type_irregular_infantry,2,1,0,1,NONE,YES,YES,0
TUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_NORTHERN_THRACE,combat_unit_type_irregular_infantry,9,5,0,5,NONE,YES,YES,0
TUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_PALESTINE,combat_unit_type_irregular_infantry,4,2,0,2,NONE,YES,YES,0
TUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_PELOPONNESE,combat_unit_type_irregular_infantry,3,1,0,1,NONE,YES,YES,0
TUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_SINAI,combat_unit_type_irregular_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
TUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_SKOPIA,combat_unit_type_irregular_infantry,8,4,0,4,NONE,YES,YES,0
TUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_SYRIA,combat_unit_type_irregular_infantry,6,3,0,3,NONE,YES,YES,0
TUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_THESSALIA,combat_unit_type_irregular_infantry,12,6,12,6,NONE,YES,YES,0
TUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_TRABZON,combat_unit_type_irregular_infantry,10,5,10,5,NONE,YES,YES,0
TUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_TRANSJORDAN,combat_unit_type_irregular_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
TUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_UPPER_EGYPT,combat_unit_type_irregular_infantry,4,2,0,2,NONE,YES,YES,0
TUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_WESTERN_SERBIA,combat_unit_type_irregular_infantry,6,3,0,3,NONE,YES,YES,0
TUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_WESTERN_THRACE,combat_unit_type_irregular_infantry,8,4,0,4,NONE,YES,YES,0
TUS,FIRST_SCRIPTED_LAND_FORMATION,STATE_TUSCANY,combat_unit_type_line_infantry,5,4,4,4,NONE,YES,NO,0
UBD,NONE,STATE_RIGA,N/A_NO_SCRIPTED_CONSCRIPTS,2,1,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,NO,0
UBD,NONE,STATE_TALINN,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
UBD,NONE,STATE_TARTU,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
UNT,NONE,STATE_NORTH_ISLAND,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
USA,FIRST_SCRIPTED_LAND_FORMATION,STATE_CONNECTICUT,combat_unit_type_line_infantry,2,1,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
USA,FIRST_SCRIPTED_LAND_FORMATION,STATE_DELAWARE,combat_unit_type_line_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
USA,FIRST_SCRIPTED_LAND_FORMATION,STATE_DISTRICT_OF_COLUMBIA,combat_unit_type_line_infantry,2,1,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
USA,FIRST_SCRIPTED_LAND_FORMATION,STATE_GEORGIA,combat_unit_type_line_infantry,9,8,9,8,NONE,YES,YES,0
USA,FIRST_SCRIPTED_LAND_FORMATION,STATE_MAINE,combat_unit_type_line_infantry,4,3,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
USA,FIRST_SCRIPTED_LAND_FORMATION,STATE_MARYLAND,combat_unit_type_line_infantry,5,4,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
USA,FIRST_SCRIPTED_LAND_FORMATION,STATE_MASSACHUSETTS,combat_unit_type_line_infantry,9,8,0,6,NONE,YES,YES,0
USA,FIRST_SCRIPTED_LAND_FORMATION,STATE_NEW_HAMPSHIRE,combat_unit_type_line_infantry,3,2,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
USA,FIRST_SCRIPTED_LAND_FORMATION,STATE_NEW_JERSEY,combat_unit_type_line_infantry,4,3,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
USA,FIRST_SCRIPTED_LAND_FORMATION,STATE_NEW_YORK,combat_unit_type_line_infantry,23,22,23,22,NONE,YES,YES,0
USA,FIRST_SCRIPTED_LAND_FORMATION,STATE_NORTH_CAROLINA,combat_unit_type_line_infantry,10,9,10,9,NONE,YES,YES,0
USA,FIRST_SCRIPTED_LAND_FORMATION,STATE_PENNSYLVANIA,combat_unit_type_line_infantry,16,15,16,15,NONE,YES,YES,0
USA,FIRST_SCRIPTED_LAND_FORMATION,STATE_RHODE_ISLAND,combat_unit_type_line_infantry,2,1,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
USA,FIRST_SCRIPTED_LAND_FORMATION,STATE_SOUTH_CAROLINA,combat_unit_type_line_infantry,10,9,10,9,NONE,YES,YES,0
USA,FIRST_SCRIPTED_LAND_FORMATION,STATE_VERMONT,combat_unit_type_line_infantry,3,2,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
USA,FIRST_SCRIPTED_LAND_FORMATION,STATE_VIRGINIA,combat_unit_type_line_infantry,12,11,12,11,NONE,YES,YES,0
USA,FIRST_SCRIPTED_LAND_FORMATION,STATE_WEST_VIRGINIA,combat_unit_type_line_infantry,3,2,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
UZH,NONE,STATE_SYRDARYA,N/A_NO_SCRIPTED_CONSCRIPTS,2,1,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
VEN,FIRST_SCRIPTED_LAND_FORMATION,STATE_DALMATIA,combat_unit_type_line_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
VEN,FIRST_SCRIPTED_LAND_FORMATION,STATE_IONIAN_ISLANDS,combat_unit_type_line_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
VEN,FIRST_SCRIPTED_LAND_FORMATION,STATE_ISTRIA,combat_unit_type_line_infantry,2,1,1,1,NONE,YES,NO,0
VEN,FIRST_SCRIPTED_LAND_FORMATION,STATE_MONTENEGRO,combat_unit_type_line_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
VEN,FIRST_SCRIPTED_LAND_FORMATION,STATE_SOUTH_TYROL,combat_unit_type_line_infantry,2,1,0,1,NONE,YES,NO,0
VEN,FIRST_SCRIPTED_LAND_FORMATION,STATE_VENETIA,combat_unit_type_line_infantry,5,4,5,4,NONE,YES,NO,0
VEN,FIRST_SCRIPTED_LAND_FORMATION,STATE_WEST_AEGEAN_ISLANDS,combat_unit_type_line_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
WAD,FIRST_SCRIPTED_LAND_FORMATION,STATE_CHAD,combat_unit_type_irregular_infantry,2,0,2,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
WAD,FIRST_SCRIPTED_LAND_FORMATION,STATE_WADDAI,combat_unit_type_irregular_infantry,2,1,2,1,NONE,YES,YES,0
WAL,FIRST_SCRIPTED_LAND_FORMATION,STATE_WALLACHIA,combat_unit_type_line_infantry,24,23,2,2,NONE,YES,YES,0
WBL,FIRST_SCRIPTED_LAND_FORMATION,STATE_NORTHERN_CAPE,combat_unit_type_irregular_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
WEI,NONE,STATE_SAXONY,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
WLD,NONE,STATE_HESSE,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
WSG,FIRST_SCRIPTED_LAND_FORMATION,STATE_SOMALILAND,combat_unit_type_irregular_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
WTU,NONE,STATE_KENYA,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
WUR,FIRST_SCRIPTED_LAND_FORMATION,STATE_WURTTEMBERG,combat_unit_type_line_infantry,5,4,5,4,NONE,YES,NO,0
YOG,FIRST_SCRIPTED_LAND_FORMATION,STATE_CENTRAL_JAVA,combat_unit_type_irregular_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
ZAI,FIRST_SCRIPTED_LAND_FORMATION,STATE_YEMEN,combat_unit_type_irregular_infantry,10,5,4,4,NONE,YES,YES,0
