tag,country_name,standing_regular_units_3b,target_mobilization_capacity_2d2,historical_mobilization_type,mobilization_model,army_model_law,native_conscription_limit,target_fits_native_limit,implementation_mechanism,conscript_infantry,conscript_cavalry,conscript_artillery,conscript_other,total_conscript_capacity,target_delta,formations_used,new_reserve_formation_created,structural_defer,structural_action,law_limited,law_limit_shortfall,modeled_from_qualitative_evidence,peacetime_cost_expected,budget_risk,static_result,confidence,notes
SWE,Sweden,30,30,MILITIA_RESERVE,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_professional_army,7,NO,NATIVE_CONSCRIPT_UNITS,6,1,0,0,7,-23,Kungliga_Svenska_Armn,NO,NO,NOT_APPLICABLE,YES,23,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE; shortfall_reason=LAW; no temporary modifier applied.
SWI,Switzerland,4,2,MILITIA_RESERVE,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,11,YES,NATIVE_CONSCRIPT_UNITS,2,0,0,0,2,0,cleanup2d3b_swi_land_1,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=NONE; no temporary modifier applied.
SWZ,Swaziland,1,3,MILITIA_LEVY_OR_LOCAL_OBLIGATION,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,0,NO,NO_NATIVE_UNIT_CAPACITY,0,0,0,0,0,-3,,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=POPULATION; no temporary modifier applied.
TGI,Tungi,1,2,MILITIA_LEVY_OR_LOCAL_OBLIGATION,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,0,NO,NO_NATIVE_UNIT_CAPACITY,0,0,0,0,0,-2,,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=POPULATION; no temporary modifier applied.
TIB,Tibet,7,10,MILITIA_LEVY_OR_LOCAL_OBLIGATION,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,15,YES,NATIVE_CONSCRIPT_UNITS,10,0,0,0,10,0,cleanup2d3b_tib_land_1,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=NONE; no temporary modifier applied.
TID,Tidore,2,4,MILITIA_LEVY_OR_LOCAL_OBLIGATION,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,1,NO,NATIVE_CONSCRIPT_UNITS,1,0,0,0,1,-3,cleanup2d3b_tid_land_1,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=TECH; no temporary modifier applied.
TRA,Travancore,7,10,MILITIA_LEVY_OR_LOCAL_OBLIGATION,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_professional_army,1,NO,NATIVE_CONSCRIPT_UNITS,1,0,0,0,1,-9,TravancoreArmy,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE; shortfall_reason=POPULATION; no temporary modifier applied.
TRI,Tripolitania,6,12,PROVINCIAL_TRIBAL_CONTINGENTS,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,2,NO,NATIVE_CONSCRIPT_UNITS,2,0,0,0,2,-10,cleanup2d3b_tri_land_1,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=CENTRAL_ASIAN_TRIBAL evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=POPULATION; no temporary modifier applied.
TRN,Transvaal,0,0,MILITIA_LEVY_OR_LOCAL_OBLIGATION,MAP_REWORK_DEFERRED,law_professional_army,0,NO,STRUCTURAL_DEFER_UNCHANGED,0,0,0,0,0,0,,NO,YES,UNCHANGED,NO,0,NO,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE; unsupported unit groups shifted to infantry.; shortfall_reason=NONE; no temporary modifier applied.
TRS,Transylvania,8,15,MILITIA_LEVY_OR_LOCAL_OBLIGATION,ALLOCATE_FROM_OVERLORD_POOL,law_professional_army,6,NO,STRUCTURAL_DEFER_UNCHANGED,0,0,0,0,0,-15,,NO,YES,UNCHANGED,NO,0,NO,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE; unsupported unit groups shifted to infantry.; shortfall_reason=STRUCTURAL; no temporary modifier applied.
TUG,Touggourt,1,2,PROVINCIAL_TRIBAL_CONTINGENTS,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,0,NO,NO_NATIVE_UNIT_CAPACITY,0,0,0,0,0,-2,,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=CENTRAL_ASIAN_TRIBAL evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=POPULATION; no temporary modifier applied.
TUN,Tunis,5,10,PROVINCIAL_TRIBAL_CONTINGENTS,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,8,NO,NATIVE_CONSCRIPT_UNITS,8,0,0,0,8,-2,cleanup2d3b_tun_land_1,NO,NO,NOT_APPLICABLE,YES,2,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=CENTRAL_ASIAN_TRIBAL evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=LAW; no temporary modifier applied.
TUR,Ottoman Empire,65,150,PROVINCIAL_TRIBAL_CONTINGENTS,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,140,NO,NATIVE_CONSCRIPT_UNITS,140,0,0,0,140,-10,cleanup2d3b_tur_land_1,NO,NO,NOT_APPLICABLE,YES,10,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=OTTOMAN_PROVINCIAL evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=LAW; no temporary modifier applied.
TUS,Tuscany,7,4,MILITIA_RESERVE,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_professional_army,2,NO,NATIVE_CONSCRIPT_UNITS,2,0,0,0,2,-2,Esercito_del_Granducato_di_Toscana,NO,NO,NOT_APPLICABLE,YES,2,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE; shortfall_reason=LAW; no temporary modifier applied.
UBD,United Baltic Provinces,6,0,MILITIA_LEVY_OR_LOCAL_OBLIGATION,ALLOCATE_FROM_OVERLORD_POOL,law_professional_army,1,NO,STRUCTURAL_DEFER_UNCHANGED,0,0,0,0,0,0,,NO,YES,UNCHANGED,NO,0,NO,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE; unsupported unit groups shifted to infantry.; shortfall_reason=NONE; no temporary modifier applied.
UNT,United Tribes,0,0,MILITIA_LEVY_OR_LOCAL_OBLIGATION,LOCAL_MILITIA_ONLY,law_peasant_levies,0,NO,STRUCTURAL_DEFER_UNCHANGED,0,0,0,0,0,0,,NO,YES,UNCHANGED,NO,0,NO,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=NONE; no temporary modifier applied.
USA,America,20,80,STATE_MILITIA_SHORT_TERM_SERVICE,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,58,NO,NATIVE_CONSCRIPT_UNITS,58,0,0,0,58,-22,cleanup2d3b_usa_land_1,NO,NO,NOT_APPLICABLE,NO,0,NO,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=REVOLUTIONARY_STATE_MILITIA evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=TECH; no temporary modifier applied.
UZH,Uly Zhuz,0,0,TRIBAL_CONFEDERAL_LEVY,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,1,YES,NO_NATIVE_UNIT_CAPACITY,0,0,0,0,0,0,,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS,MEDIUM_HIGH_STATIC,Composition=CENTRAL_ASIAN_TRIBAL evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=NONE; no temporary modifier applied.
VEN,Venice,11,6,MILITIA_RESERVE,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_professional_army,3,NO,NATIVE_CONSCRIPT_UNITS,3,0,0,0,3,-3,VEN_existing_army,NO,NO,NOT_APPLICABLE,YES,3,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE; shortfall_reason=LAW; no temporary modifier applied.
WAD,Wadai,4,12,MILITIA_LEVY_OR_LOCAL_OBLIGATION,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,1,NO,NATIVE_CONSCRIPT_UNITS,1,0,0,0,1,-11,cleanup2d3b_wad_land_1,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=POPULATION; no temporary modifier applied.
WAL,Wallachia,4,2,MILITIA_RESERVE,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,14,YES,NATIVE_CONSCRIPT_UNITS,2,0,0,0,2,0,Armata_rii_Romneti,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=NONE; no temporary modifier applied.
WBL,Griqualand,1,3,MILITIA_LEVY_OR_LOCAL_OBLIGATION,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,0,NO,NO_NATIVE_UNIT_CAPACITY,0,0,0,0,0,-3,,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=POPULATION; no temporary modifier applied.
WEI,Saxe-Weimar-Eisenach,1,0,MILITIA_RESERVE,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_professional_army,0,YES,NO_NATIVE_UNIT_CAPACITY,0,0,0,0,0,0,,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE; unsupported unit groups shifted to infantry.; shortfall_reason=NONE; no temporary modifier applied.
WLD,Waldeck,1,0,MILITIA_RESERVE,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_professional_army,0,YES,NO_NATIVE_UNIT_CAPACITY,0,0,0,0,0,0,,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE; unsupported unit groups shifted to infantry.; shortfall_reason=NONE; no temporary modifier applied.
WSG,Warsangali,1,3,MILITIA_LEVY_OR_LOCAL_OBLIGATION,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,0,NO,NO_NATIVE_UNIT_CAPACITY,0,0,0,0,0,-3,,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=POPULATION; no temporary modifier applied.
WTU,Witu,0,0,MILITIA_LEVY_OR_LOCAL_OBLIGATION,MAP_REWORK_DEFERRED,law_peasant_levies,0,NO,STRUCTURAL_DEFER_UNCHANGED,0,0,0,0,0,0,,NO,YES,UNCHANGED,NO,0,NO,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=NONE; no temporary modifier applied.
WUR,Württemberg,13,6,MILITIA_RESERVE,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_professional_army,4,NO,NATIVE_CONSCRIPT_UNITS,4,0,0,0,4,-2,Kniglich_Wrttembergische_Armee,NO,NO,NOT_APPLICABLE,YES,2,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE; shortfall_reason=LAW; no temporary modifier applied.
YOG,Yogyakarta,1,2,MILITIA_LEVY_OR_LOCAL_OBLIGATION,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,0,NO,NO_NATIVE_UNIT_CAPACITY,0,0,0,0,0,-2,,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=POPULATION; no temporary modifier applied.
ZAI,Azal,2,4,PROVINCIAL_TRIBAL_CONTINGENTS,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,5,YES,NATIVE_CONSCRIPT_UNITS,4,0,0,0,4,0,cleanup2d3b_zai_land_1,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS,MEDIUM_HIGH_STATIC,Composition=CENTRAL_ASIAN_TRIBAL evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=NONE; no temporary modifier applied.
