Research_Region,Owner_TAG,Country,State_ID,State_Name,Coverage_Status,Historical_Assessment,Sources,Notes
R7_SUBSAHARAN_AFRICA,BOB,Bobangi,STATE_EQUATEUR,Equateur,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation. | REGIONAL_OR_DIRECT_18C_CENTRAL_AFRICA_CONTEXT | Coverage confidence=MEDIUM,https://www.metmuseum.org/fr/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires; https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/en-afrique-portugaise-langola-au-xviiie-siecle/F08953C4BB15740565FE8E7246F3719B; BUILD_START_1776_SUPPLEMENTAL_OWNER_STATE_COVERAGE_CORRIGE.csv,"Supplemental 1776 review closed this pair as COVERED_ZERO_POSITIVE. | Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,BOR,Bornu,STATE_OUTER_HAUSALAND,Outer Hausaland,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation. | REGIONAL_17_18C_TRADE_FRAMEWORK | Coverage confidence=MEDIUM,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183; BUILD_START_1776_SUPPLEMENTAL_OWNER_STATE_COVERAGE_CORRIGE.csv,"Supplemental 1776 review closed this pair as COVERED_ZERO_POSITIVE. | Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,BOR,Bornu,STATE_WADDAI,Waddai,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation. | REGIONAL_17_18C_TRADE_FRAMEWORK | Coverage confidence=MEDIUM,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183; BUILD_START_1776_SUPPLEMENTAL_OWNER_STATE_COVERAGE_CORRIGE.csv,"Supplemental 1776 review closed this pair as COVERED_ZERO_POSITIVE. | Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,BRG,Borgu,STATE_DAHOMEY,Dahomey,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation. | DIRECT_18C_DAHOMEY_TRADE_CONTEXT | Coverage confidence=HIGH,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/dahomean-middleman-system-1727c-1818/234AAE5948A5ABF2C99EEC3741FFCBC0; https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/gold-assortments-and-the-trade-ounce-fante-merchants-and-the-problem-of-supply-and-demand-in-the-1770s/7BAE1078545429A48B2865011F599D2A; BUILD_START_1776_SUPPLEMENTAL_OWNER_STATE_COVERAGE_CORRIGE.csv,"Supplemental 1776 review closed this pair as COVERED_ZERO_POSITIVE. | Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R7_SUBSAHARAN_AFRICA,BRG,Borgu,STATE_HAUSALAND,Hausaland,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation. | REGIONAL_17_18C_TRADE_FRAMEWORK | Coverage confidence=MEDIUM,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183; BUILD_START_1776_SUPPLEMENTAL_OWNER_STATE_COVERAGE_CORRIGE.csv,"Supplemental 1776 review closed this pair as COVERED_ZERO_POSITIVE. | Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R9_SOUTH_AMERICA,BRZ,Brazil,STATE_PARANA,Paraná,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation.,BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.md,Explicitly audited with zero positive building recommendation.
R7_SUBSAHARAN_AFRICA,BST,Basutoland,STATE_ZULULAND,Zululand,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation. | REGIONAL_OR_DIRECT_18C_SOUTHERN_AFRICA_CONTEXT | Coverage confidence=MEDIUM,https://www.cambridge.org/core/journals/international-review-of-social-history/article/economics-of-slavery-in-the-eighteenthcentury-cape-colony-revising-the-nieboerdomar-hypothesis/B7EB0A6EC343E570F6D339D8BB1EAC2F; https://www.cambridge.org/core/books/abs/environment-power-and-injustice/goat-people-and-fish-people-on-the-agropastoral-frontier-c-17501830/3EC2991A8638CAA4331F244484C3B558; BUILD_START_1776_SUPPLEMENTAL_OWNER_STATE_COVERAGE_CORRIGE.csv,"Supplemental 1776 review closed this pair as COVERED_ZERO_POSITIVE. | Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R4_SOUTH_ASIA,BUR,Burma,STATE_KACHIN,Sagaing,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation.,BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH.md,Explicitly audited with zero positive building recommendation.
R4_SOUTH_ASIA,BUR,Burma,STATE_SHAN_STATES,Shan States,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation.,BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH.md,Explicitly audited with zero positive building recommendation.
R7_SUBSAHARAN_AFRICA,CAY,Cayor,STATE_SENEGAL,Senegal,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation. | DIRECT_18C_SENEGAMBIA_TRADE_CONTEXT | Coverage confidence=HIGH,https://www.cambridge.org/core/journals/business-history-review/article/profiting-from-slavery-and-emancipation-compensation-capital-and-collateral-in-nineteenthcentury-senegal/38D33F25A28A82A5B9ACD2A6BD163F16; https://www.cambridge.org/core/journals/journal-of-african-history/article/trade-in-gum-arabic-prelude-to-french-conquest-in-senegal/E67D08D996CD80665BF32B023E17E2C8; BUILD_START_1776_SUPPLEMENTAL_OWNER_STATE_COVERAGE_CORRIGE.csv,"Supplemental 1776 review closed this pair as COVERED_ZERO_POSITIVE. | Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R2_NORTHERN_CENTRAL_EASTERN_EUROPE,CHI,China,STATE_ALTAI,Altai,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation. | REGIONAL_CENTRAL_ASIA_CONTEXT_INSUFFICIENT_FOR_EXACT_POSITIVE | Coverage confidence=MEDIUM,https://www.iranicaonline.org/articles/central-asia-xi/; https://www.iranicaonline.org/articles/central-asia-vii/; BUILD_START_1776_SUPPLEMENTAL_OWNER_STATE_COVERAGE_CORRIGE.csv,"Supplemental 1776 review closed this pair as COVERED_ZERO_POSITIVE. | Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R5_EAST_ASIA,CHI,China,STATE_ALXA,Alxa,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation.,BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH.md,Explicitly audited with zero positive building recommendation.
R5_EAST_ASIA,CHI,China,STATE_CHONGQING,Chongqing,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation.,BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH.md,Explicitly audited with zero positive building recommendation.
R5_EAST_ASIA,CHI,China,STATE_DZUNGARIA,Dzungaria,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation.,BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH.md,Explicitly audited with zero positive building recommendation.
R5_EAST_ASIA,CHI,China,STATE_GANSU,Gansu,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation.,BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH.md,Explicitly audited with zero positive building recommendation.
R5_EAST_ASIA,CHI,China,STATE_GUANGXI,Guangxi,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation.,BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH.md,Explicitly audited with zero positive building recommendation.
R5_EAST_ASIA,CHI,China,STATE_GUIZHOU,Guizhou,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation.,BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH.md,Explicitly audited with zero positive building recommendation.
R5_EAST_ASIA,CHI,China,STATE_HENAN,Henan,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation.,BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH.md,Explicitly audited with zero positive building recommendation.
R5_EAST_ASIA,CHI,China,STATE_HINGGAN,Inner Mongolia,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation.,BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH.md,Explicitly audited with zero positive building recommendation.
R5_EAST_ASIA,CHI,China,STATE_HUNAN,Hunan,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation.,BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH.md,Explicitly audited with zero positive building recommendation.
R2_NORTHERN_CENTRAL_EASTERN_EUROPE,CHI,China,STATE_JETISY,Ili,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation. | REGIONAL_CENTRAL_ASIA_CONTEXT_INSUFFICIENT_FOR_EXACT_POSITIVE | Coverage confidence=MEDIUM,https://www.iranicaonline.org/articles/central-asia-xi/; https://www.iranicaonline.org/articles/central-asia-vii/; BUILD_START_1776_SUPPLEMENTAL_OWNER_STATE_COVERAGE_CORRIGE.csv,"Supplemental 1776 review closed this pair as COVERED_ZERO_POSITIVE. | Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R5_EAST_ASIA,CHI,China,STATE_NINGXIA,Ningxia,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation.,BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH.md,Explicitly audited with zero positive building recommendation.
R5_EAST_ASIA,CHI,China,STATE_NORTHERN_ANHUI,Northern Anhui,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation.,BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH.md,Explicitly audited with zero positive building recommendation.
R5_EAST_ASIA,CHI,China,STATE_NORTHERN_MANCHURIA,Southern Heilongjiang,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation.,BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH.md,Explicitly audited with zero positive building recommendation.
R5_EAST_ASIA,CHI,China,STATE_OUTER_MANCHURIA,Northern Jilin,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation.,BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH.md,Explicitly audited with zero positive building recommendation.
R5_EAST_ASIA,CHI,China,STATE_QINGHAI,Qinghai,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation.,BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH.md,Explicitly audited with zero positive building recommendation.
R5_EAST_ASIA,CHI,China,STATE_SHAOZHOU,Eastern Guangdong,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation.,BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH.md,Explicitly audited with zero positive building recommendation.
R5_EAST_ASIA,CHI,China,STATE_SHENGJING,Shengjing,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation.,BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH.md,Explicitly audited with zero positive building recommendation.
R5_EAST_ASIA,CHI,China,STATE_SOUTHERN_ANHUI,Southern Anhui,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation.,BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH.md,Explicitly audited with zero positive building recommendation.
R5_EAST_ASIA,CHI,China,STATE_SOUTHERN_MANCHURIA,Southern Jilin,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation.,BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH.md,Explicitly audited with zero positive building recommendation.
R5_EAST_ASIA,CHI,China,STATE_TIANSHAN,Tarim Basin,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation.,BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH.md,Explicitly audited with zero positive building recommendation.
R5_EAST_ASIA,CHI,China,STATE_TUVA,Tuva,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation.,BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH.md,Explicitly audited with zero positive building recommendation.
R5_EAST_ASIA,CHI,China,STATE_ULIASTAI,Uliastai,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation.,BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH.md,Explicitly audited with zero positive building recommendation.
R5_EAST_ASIA,CHI,China,STATE_URGA,Urga,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation.,BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH.md,Explicitly audited with zero positive building recommendation.
R5_EAST_ASIA,CHI,China,STATE_WESTERN_HUBEI,Western Hubei,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation.,BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH.md,Explicitly audited with zero positive building recommendation.
R5_EAST_ASIA,CHI,China,STATE_XIAN,Xi’an,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation.,BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH.md,Explicitly audited with zero positive building recommendation.
R7_SUBSAHARAN_AFRICA,CHK,Chokwe,STATE_EAST_ANGOLA,East Angola,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation. | REGIONAL_OR_DIRECT_18C_CENTRAL_AFRICA_CONTEXT | Coverage confidence=MEDIUM,https://www.metmuseum.org/fr/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires; https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/en-afrique-portugaise-langola-au-xviiie-siecle/F08953C4BB15740565FE8E7246F3719B; BUILD_START_1776_SUPPLEMENTAL_OWNER_STATE_COVERAGE_CORRIGE.csv,"Supplemental 1776 review closed this pair as COVERED_ZERO_POSITIVE. | Supplemental historical review completed for 1776-01-01. Available evidence was regional, indirect, outside the cutoff, or insufficient to establish a manually-placeable building at this exact Owner_TAG + State_ID resolution. This is an explicit zero-positive conclusion, not an unresearched gap."
R5_EAST_ASIA,CHP,Champasak,STATE_LAOS,Laos,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation.,BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH.md,Explicitly audited with zero positive building recommendation.
R8_NORTH_AMERICA_CARIBBEAN,COM,Comanche,STATE_ALABAMA,Alabama,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation.,BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.md,Explicitly audited with zero positive building recommendation.
R8_NORTH_AMERICA_CARIBBEAN,COM,Comanche,STATE_ARKANSAS,Arkansas,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation.,BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.md,Explicitly audited with zero positive building recommendation.
R8_NORTH_AMERICA_CARIBBEAN,COM,Comanche,STATE_KANSAS,Kansas,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation.,BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.md,Explicitly audited with zero positive building recommendation.
R8_NORTH_AMERICA_CARIBBEAN,COM,Comanche,STATE_KENTUCKY,Kentucky,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation.,BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.md,Explicitly audited with zero positive building recommendation.
R8_NORTH_AMERICA_CARIBBEAN,COM,Comanche,STATE_MISSISSIPPI,Mississippi,COVERED_ZERO_POSITIVE,Explicitly audited with no final positive manual building recommendation.,BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.md,Explicitly audited with zero positive building recommendation.
