Owner_TAG,Owner_Name,State_ID,State_Display_Name,Building_ID,Building_Name,Category,Recommended_Level,Confidence,Tech_Distribution_Review,Technology_Gate_or_Review,ROAD_LEVEL_JUSTIFICATION,CANAL_LEVEL_JUSTIFICATION,Rail_PM_1776,Reason,Source_1,Source_2,Research_Note
CON,Constantine,STATE_CONSTANTINE,Constantine,building_wheat_farm,Wheat Farms,AGRICULTURE_COMMERCIAL,2,HIGH,NO,improved_husbandry,,,,The Constantinois was an important cereal-producing zone feeding Mediterranean trade.,https://www.cambridge.org/core/books/abs/sea-in-history-the-early-modern-world/les-ports-du-maghreb-a-lepoque-moderne/C8E93D4F023E97B301CF0783D1EF1ECD,,
CON,Constantine,STATE_CONSTANTINE,Constantine,building_railway,Regional Infrastructure,INFRASTRUCTURE,1,HIGH,NO,,One road-network level.,No canal level recommended.,pm_no_rail_network,"A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",https://www.cambridge.org/core/books/history-of-algeria/ecologies-societies-cultures-and-the-state-15161830/6C59DEAD9F70913EC060EDD1465FA6A5,,
CON,Constantine,STATE_CONSTANTINE,Constantine,building_food_industry,Food Industries,MANUFACTURING,1,MEDIUM,YES,traditional_food_processing,,,,"Urban milling, baking, oil/sugar or other food-processing trades are documented at a scale above household subsistence.",https://www.cambridge.org/core/books/history-of-algeria/ecologies-societies-cultures-and-the-state-15161830/6C59DEAD9F70913EC060EDD1465FA6A5,,
CON,Constantine,STATE_CONSTANTINE,Constantine,building_textile_mill,Textile Manufacture,MANUFACTURING,1,MEDIUM,NO,organized_textile_production,,,,Urban or putting-out textile manufacture is documented at a scale above household-only production; this is pre-mechanized manufacture.,https://www.cambridge.org/core/books/history-of-algeria/ecologies-societies-cultures-and-the-state-15161830/6C59DEAD9F70913EC060EDD1465FA6A5,,
CON,Constantine,STATE_CONSTANTINE,Constantine,building_port,Port,PORT,1,HIGH,YES,enclosed_dock_systems,,,,Ports such as La Calle/Collo served the grain-exporting Constantinois; one state-level port seed.,https://www.cambridge.org/core/books/abs/sea-in-history-the-early-modern-world/les-ports-du-maghreb-a-lepoque-moderne/C8E93D4F023E97B301CF0783D1EF1ECD,,
CRI,Crimea,STATE_KUBAN,Kuban,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,HIGH,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.cambridge.org/core/journals/nationalities-papers/article/abs/russian-rule-and-caucasian-society-in-the-first-half-of-the-nineteenth-century-the-georgian-nobility-and-the-armenian-bourgeoisie-18011856/6C9A543D45C030E83A35A027905E79EE,,
CRI,Crimea,STATE_KUBAN,Kuban,building_wheat_farm,Wheat Farms,AGRICULTURE_COMMERCIAL,1,MEDIUM,NO,improved_husbandry,,,,Cereal agriculture is a substantial market-oriented component of the regional economy; one conservative commercial-farm level represents surplus beyond subsistence.,https://www.cambridge.org/core/journals/nationalities-papers/article/abs/russian-rule-and-caucasian-society-in-the-first-half-of-the-nineteenth-century-the-georgian-nobility-and-the-armenian-bourgeoisie-18011856/6C9A543D45C030E83A35A027905E79EE,,
CRI,Crimea,STATE_KUBAN,Kuban,building_port,Port,PORT,1,MEDIUM,YES,enclosed_dock_systems,,,,The Crimean/Taman coastal partition had Black Sea/Azov maritime access; one modest port level.,https://www.cambridge.org/core/journals/international-journal-of-middle-east-studies/article/abs/international-and-domestic-maritime-trade-in-the-ottoman-empire-during-the-18th-century/969BB1866B6A501B7F4BCB43D8A45BD6,,
DFR,Darfur,STATE_DARFUR,Darfur,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,HIGH,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,
DFR,Darfur,STATE_DARFUR,Darfur,building_millet_farm,Millet Farms,AGRICULTURE_COMMERCIAL,1,HIGH,NO,improved_husbandry,,,,Darfur’s settled agrarian economy supported millet/grain production.,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,
DFR,Darfur,STATE_DARFUR,Darfur,building_railway,Regional Infrastructure,INFRASTRUCTURE,1,MEDIUM,NO,,One caravan-road level.,No canal level recommended.,pm_no_rail_network,"A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,
DFR,Darfur,STATE_DARFUR,Darfur,building_trade_center,Trade Center,TRADE_CENTER,1,MEDIUM,NO,,,,,Darfur participated in long-distance caravan trade toward Egypt and the central Sudan; one conservative level.,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,
DIN,Kel Dinnik,STATE_NIGER,Niger,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,HIGH,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,
DIN,Kel Dinnik,STATE_NIGER,Niger,building_millet_farm,Millet Farms,AGRICULTURE_COMMERCIAL,1,MEDIUM,NO,improved_husbandry,,,,Oasis/Sahel agriculture supports a small millet level where settled cultivation exists.,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,
DLM,Delim,STATE_MAURITANIA,Mauritania,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,HIGH,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/fortunes-commerciales-a-shingiti-adrar-mauritanien-au-dixneuvieme-siecle/11CB84108760623CA588046FACE1B916,,
DLM,Delim,STATE_WEST_SAHARA,West Sahara,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,HIGH,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/fortunes-commerciales-a-shingiti-adrar-mauritanien-au-dixneuvieme-siecle/11CB84108760623CA588046FACE1B916,,
DUR,Afghanistan,STATE_BALKH,Southern Turkestan,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,HIGH,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.iranicaonline.org/articles/central-asia-xi/,,
DUR,Afghanistan,STATE_BALKH,Southern Turkestan,building_wheat_farm,Wheat Farms,AGRICULTURE_COMMERCIAL,1,HIGH,NO,improved_husbandry,,,,Cereal agriculture is a substantial market-oriented component of the regional economy; one conservative commercial-farm level represents surplus beyond subsistence.,https://www.iranicaonline.org/articles/central-asia-xi/,,
DUR,Afghanistan,STATE_BALKH,Southern Turkestan,building_railway,Regional Infrastructure,INFRASTRUCTURE,1,HIGH,NO,,One caravan-road level.,No canal level recommended.,pm_no_rail_network,"A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",https://www.iranicaonline.org/articles/india-xxxi-indian-merchants-in-19th-century-afghanistan/,,
DUR,Afghanistan,STATE_BALKH,Southern Turkestan,building_food_industry,Food Industries,MANUFACTURING,1,MEDIUM,YES,traditional_food_processing,,,,"Urban milling, baking, oil/sugar or other food-processing trades are documented at a scale above household subsistence.",https://www.iranicaonline.org/articles/central-asia-xi/,,
DUR,Afghanistan,STATE_BALKH,Southern Turkestan,building_textile_mill,Textile Manufacture,MANUFACTURING,1,HIGH,NO,organized_textile_production,,,,Urban or putting-out textile manufacture is documented at a scale above household-only production; this is pre-mechanized manufacture.,https://www.iranicaonline.org/articles/central-asia-xi/,,
DUR,Afghanistan,STATE_BALKH,Southern Turkestan,building_trade_center,Trade Center,TRADE_CENTER,1,HIGH,NO,,,,,Balkh was a major oasis and trans-Eurasian commercial center tied to Bukhara and Afghanistan.,https://www.iranicaonline.org/articles/central-asia-xi/,https://www.iranicaonline.org/articles/india-xxxi-indian-merchants-in-19th-century-afghanistan/,
DUR,Afghanistan,STATE_BALUCHISTAN,Baluchistan,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,HIGH,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.iranicaonline.org/articles/gomal-gomal/,,
DUR,Afghanistan,STATE_BALUCHISTAN,Baluchistan,building_railway,Regional Infrastructure,INFRASTRUCTURE,1,HIGH,NO,,One caravan/pass road level.,No canal level recommended.,pm_no_rail_network,Bolan and related routes linked Kandahar to the Indus.,https://www.iranicaonline.org/articles/gomal-gomal/,,
DUR,Afghanistan,STATE_BALUCHISTAN,Baluchistan,building_cotton_plantation,Cotton Plantations,PLANTATION,1,LOW,NO,,,,,"Cotton cultivation is historically plausible in irrigated pockets, but scale is uncertain; keep at one low-confidence level.",https://www.iranicaonline.org/articles/gomal-gomal/,,
DUR,Afghanistan,STATE_CENTRAL_HIGHLANDS,Hazaristan,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,HIGH,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.iranicaonline.org/articles/india-xxxi-indian-merchants-in-19th-century-afghanistan/,,
DUR,Afghanistan,STATE_HERAT,Herat,building_wheat_farm,Wheat Farms,AGRICULTURE_COMMERCIAL,1,HIGH,NO,improved_husbandry,,,,Cereal agriculture is a substantial market-oriented component of the regional economy; one conservative commercial-farm level represents surplus beyond subsistence.,https://www.iranicaonline.org/articles/india-xxxi-indian-merchants-in-19th-century-afghanistan/,,
DUR,Afghanistan,STATE_HERAT,Herat,building_railway,Regional Infrastructure,INFRASTRUCTURE,1,HIGH,NO,,One caravan-road level.,No canal level recommended.,pm_no_rail_network,"A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",https://www.iranicaonline.org/articles/india-xxxi-indian-merchants-in-19th-century-afghanistan/,,
DUR,Afghanistan,STATE_HERAT,Herat,building_food_industry,Food Industries,MANUFACTURING,1,MEDIUM,YES,traditional_food_processing,,,,"Urban milling, baking, oil/sugar or other food-processing trades are documented at a scale above household subsistence.",https://www.iranicaonline.org/articles/india-xxxi-indian-merchants-in-19th-century-afghanistan/,,
DUR,Afghanistan,STATE_HERAT,Herat,building_textile_mill,Textile Manufacture,MANUFACTURING,1,HIGH,NO,organized_textile_production,,,,Urban or putting-out textile manufacture is documented at a scale above household-only production; this is pre-mechanized manufacture.,https://www.iranicaonline.org/articles/india-xxxi-indian-merchants-in-19th-century-afghanistan/,,
DUR,Afghanistan,STATE_HERAT,Herat,building_trade_center,Trade Center,TRADE_CENTER,1,HIGH,NO,,,,,Herat sat on major Iran–Central Asia–Afghanistan routes and supported merchant communities.,https://www.iranicaonline.org/articles/india-xxxi-indian-merchants-in-19th-century-afghanistan/,,
DUR,Afghanistan,STATE_KABUL,Kabulistan,building_government_administration,Government Administration,ADMINISTRATION,1,HIGH,NO,systematic_administrative_statistics,,,,Timur Shah moved the Durrani capital to Kabul in 1776; one level captures the emerging central administrative role.,https://www.iranicaonline.org/articles/india-xxxi-indian-merchants-in-19th-century-afghanistan/,,
DUR,Afghanistan,STATE_KABUL,Kabulistan,building_railway,Regional Infrastructure,INFRASTRUCTURE,2,HIGH,NO,,Two road-network levels for major pass/caravan connectivity.,No canal level recommended.,pm_no_rail_network,Kabul was a major node on India–Central Asia/Persia routes.,https://www.iranicaonline.org/articles/india-xxxi-indian-merchants-in-19th-century-afghanistan/,https://www.iranicaonline.org/articles/gomal-gomal/,
DUR,Afghanistan,STATE_KABUL,Kabulistan,building_food_industry,Food Industries,MANUFACTURING,1,MEDIUM,YES,traditional_food_processing,,,,"Urban milling, baking, oil/sugar or other food-processing trades are documented at a scale above household subsistence.",https://www.iranicaonline.org/articles/india-xxxi-indian-merchants-in-19th-century-afghanistan/,,
DUR,Afghanistan,STATE_KABUL,Kabulistan,building_textile_mill,Textile Manufacture,MANUFACTURING,1,MEDIUM,NO,organized_textile_production,,,,Urban or putting-out textile manufacture is documented at a scale above household-only production; this is pre-mechanized manufacture.,https://www.iranicaonline.org/articles/india-xxxi-indian-merchants-in-19th-century-afghanistan/,,
DUR,Afghanistan,STATE_KABUL,Kabulistan,building_trade_center,Trade Center,TRADE_CENTER,1,HIGH,NO,,,,,"Indian merchant communities expanded in Kabul during Durrani state formation, supporting long-distance trade.",https://www.iranicaonline.org/articles/india-xxxi-indian-merchants-in-19th-century-afghanistan/,,
DUR,Afghanistan,STATE_KANDAHAR,Kandahar,building_government_administration,Government Administration,ADMINISTRATION,1,HIGH,NO,systematic_administrative_statistics,,,,Kandahar was Ahmad Shah Durrani’s capital and remained a major state center at the 1776 transition.,https://www.iranicaonline.org/articles/india-xxxi-indian-merchants-in-19th-century-afghanistan/,,
DUR,Afghanistan,STATE_KANDAHAR,Kandahar,building_wheat_farm,Wheat Farms,AGRICULTURE_COMMERCIAL,1,MEDIUM,NO,improved_husbandry,,,,Cereal agriculture is a substantial market-oriented component of the regional economy; one conservative commercial-farm level represents surplus beyond subsistence.,https://www.iranicaonline.org/articles/india-xxxi-indian-merchants-in-19th-century-afghanistan/,,
DUR,Afghanistan,STATE_KANDAHAR,Kandahar,building_railway,Regional Infrastructure,INFRASTRUCTURE,2,HIGH,NO,,Two road-network levels.,No canal level recommended.,pm_no_rail_network,Kandahar sat on the principal India–Iran caravan axis.,https://www.iranicaonline.org/articles/gomal-gomal/,,
DUR,Afghanistan,STATE_KANDAHAR,Kandahar,building_food_industry,Food Industries,MANUFACTURING,1,MEDIUM,YES,traditional_food_processing,,,,"Urban milling, baking, oil/sugar or other food-processing trades are documented at a scale above household subsistence.",https://www.iranicaonline.org/articles/india-xxxi-indian-merchants-in-19th-century-afghanistan/,,
DUR,Afghanistan,STATE_KANDAHAR,Kandahar,building_textile_mill,Textile Manufacture,MANUFACTURING,1,MEDIUM,NO,organized_textile_production,,,,Urban or putting-out textile manufacture is documented at a scale above household-only production; this is pre-mechanized manufacture.,https://www.iranicaonline.org/articles/india-xxxi-indian-merchants-in-19th-century-afghanistan/,,
DUR,Afghanistan,STATE_KANDAHAR,Kandahar,building_trade_center,Trade Center,TRADE_CENTER,1,HIGH,NO,,,,,"Kandahar connected Indian, Persian and Central Asian commercial routes and merchant communities.",https://www.iranicaonline.org/articles/india-xxxi-indian-merchants-in-19th-century-afghanistan/,,
DUR,Afghanistan,STATE_NORTHERN_BALUCHISTAN,Northern Baluchistan,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,HIGH,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.iranicaonline.org/articles/gomal-gomal/,,
