Owner_TAG,Country,State_ID,Current_Level,Historical_Target_Level,Gameplay_Minimum_Component,Final_Target_Level,Current_Bureaucracy_Context,Projected_Bureaucracy_Context,Tax_Capacity_Context,Capital_or_Admin_Center,Decision,Reason,Runtime_Validation_Required
BEO,Belgium,STATE_FLANDERS,3,2,1,3,country_gross=200; static_structural_cost=154.8; gross_minus_static=45.2; pm=pm_horizontal_drawer_cabinets; per_level=50,country_gross=150; near_balance_95pct=148; gross_minus_static=-4.8; runtime_deincorp_states=0; post_deincorp_cost=154.8; post_deincorp_net=-4.8; laws=12; explicit_institution_blocks=1,state_pm_per_level=10; country_current=40; country_projected=30; incorporated_population_need=312.1,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
BEO,Luxembourg,STATE_WALLONIA,1,0,0,0,country_gross=200; static_structural_cost=154.8; gross_minus_static=45.2; pm=pm_horizontal_drawer_cabinets; per_level=50,country_gross=150; near_balance_95pct=148; gross_minus_static=-4.8; runtime_deincorp_states=0; post_deincorp_cost=154.8; post_deincorp_net=-4.8; laws=12; explicit_institution_blocks=1,state_pm_per_level=10; country_current=40; country_projected=30; incorporated_population_need=312.1,CURRENT_ADMIN_CENTER,REMOVE,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
BGI,Wadai,STATE_WADDAI,0,0,0,0,country_gross=0; static_structural_cost=15.6; gross_minus_static=-15.6; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-15.6; runtime_deincorp_states=0; post_deincorp_cost=15.6; post_deincorp_net=-15.6; laws=2; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=14.0,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
BHN,Oman,STATE_ABU_DHABI,0,0,0,0,country_gross=0; static_structural_cost=11.2; gross_minus_static=-11.2; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-11.2; runtime_deincorp_states=0; post_deincorp_cost=11.2; post_deincorp_net=-11.2; laws=1; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=2.9,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
BHU,Tibet,STATE_EASTERN_HIMALAYAS,0,0,0,0,country_gross=0; static_structural_cost=16.3; gross_minus_static=-16.3; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-16.3; runtime_deincorp_states=0; post_deincorp_cost=16.3; post_deincorp_net=-16.3; laws=9; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=15.6,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
BHV,Portugal,STATE_GUJARAT,10,0,7,7,country_gross=100; static_structural_cost=0.0; gross_minus_static=100.0; pm=pm_simple_organization; per_level=10,country_gross=70; near_balance_95pct=0; gross_minus_static=70.0; runtime_deincorp_states=0; post_deincorp_cost=0.0; post_deincorp_net=70.0; laws=17; explicit_institution_blocks=0,state_pm_per_level=2; country_current=20; country_projected=14; incorporated_population_need=0.0,CAPITAL,DECREASE,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
BIC,East India,STATE_AWADH,5,1,0,1,country_gross=2250; static_structural_cost=2393.4; gross_minus_static=-143.4; pm=pm_horizontal_drawer_cabinets; per_level=50,country_gross=1500; near_balance_95pct=2274; gross_minus_static=-893.4; runtime_deincorp_states=4; post_deincorp_cost=1573.0; post_deincorp_net=-73.0; laws=15; explicit_institution_blocks=0,state_pm_per_level=10; country_current=450; country_projected=300; incorporated_population_need=5833.4,HISTORICAL_ADMIN_CENTER,DECREASE,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
BIC,East India,STATE_BIHAR,10,2,1,3,country_gross=2250; static_structural_cost=2393.4; gross_minus_static=-143.4; pm=pm_horizontal_drawer_cabinets; per_level=50,country_gross=1500; near_balance_95pct=2274; gross_minus_static=-893.4; runtime_deincorp_states=4; post_deincorp_cost=1573.0; post_deincorp_net=-73.0; laws=15; explicit_institution_blocks=0,state_pm_per_level=10; country_current=450; country_projected=300; incorporated_population_need=5833.4,HISTORICAL_ADMIN_CENTER,DECREASE,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
BIC,Jeypore,STATE_CIRCARS,5,1,0,1,country_gross=2250; static_structural_cost=2393.4; gross_minus_static=-143.4; pm=pm_horizontal_drawer_cabinets; per_level=50,country_gross=1500; near_balance_95pct=2274; gross_minus_static=-893.4; runtime_deincorp_states=4; post_deincorp_cost=1573.0; post_deincorp_net=-73.0; laws=15; explicit_institution_blocks=0,state_pm_per_level=10; country_current=450; country_projected=300; incorporated_population_need=5833.4,HISTORICAL_ADMIN_CENTER,DECREASE,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
BIC,East India,STATE_EAST_BENGAL,10,2,8,10,country_gross=2250; static_structural_cost=2393.4; gross_minus_static=-143.4; pm=pm_horizontal_drawer_cabinets; per_level=50,country_gross=1500; near_balance_95pct=2274; gross_minus_static=-893.4; runtime_deincorp_states=4; post_deincorp_cost=1573.0; post_deincorp_net=-73.0; laws=15; explicit_institution_blocks=0,state_pm_per_level=10; country_current=450; country_projected=300; incorporated_population_need=5833.4,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
BIC,Cooch Behar,STATE_WEST_BENGAL,15,3,12,15,country_gross=2250; static_structural_cost=2393.4; gross_minus_static=-143.4; pm=pm_horizontal_drawer_cabinets; per_level=50,country_gross=1500; near_balance_95pct=2274; gross_minus_static=-893.4; runtime_deincorp_states=4; post_deincorp_cost=1573.0; post_deincorp_net=-73.0; laws=15; explicit_institution_blocks=0,state_pm_per_level=10; country_current=450; country_projected=300; incorporated_population_need=5833.4,HISTORICAL_ADMIN_CENTER,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
BLA,Bilua,STATE_SOLOMON_ISLANDS,0,0,0,0,country_gross=0; static_structural_cost=12.1; gross_minus_static=-12.1; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-12.1; runtime_deincorp_states=0; post_deincorp_cost=12.1; post_deincorp_net=-12.1; laws=0; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=5.2,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
BLE,Kru,STATE_WINDWARD_COAST,0,0,0,0,country_gross=0; static_structural_cost=14.9; gross_minus_static=-14.9; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-14.9; runtime_deincorp_states=0; post_deincorp_cost=14.9; post_deincorp_net=-14.9; laws=1; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=12.2,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
BLF,Iron Confederacy,STATE_ALBERTA,0,0,0,0,country_gross=0; static_structural_cost=21.4; gross_minus_static=-21.4; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-21.4; runtime_deincorp_states=0; post_deincorp_cost=21.4; post_deincorp_net=-21.4; laws=0; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=3.4,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
BLG,Kutai,STATE_EAST_BORNEO,0,0,0,0,country_gross=0; static_structural_cost=24.5; gross_minus_static=-24.5; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-24.5; runtime_deincorp_states=0; post_deincorp_cost=24.5; post_deincorp_net=-24.5; laws=1; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=11.2,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
