TAG,Country,Region,Research_Status,Current_Technology_Count,Historical_Target_Count,Add_Count_vs_Local,Remove_Count_vs_Local,Unresolved_Count,Tree_Blocker_Count,Classification_Blocker_Count,Historical_Target_Technologies,Unresolved_Technologies,Tree_Blockers,Classification_Blockers,Implementation_Status
RUS,Russia,NORTHERN_EASTERN_EUROPE,RESEARCHED,23,40,18,1,0,2,8,advanced_crop_rotations;applied_mineralogy;armament_standardization_inspection;codified_practical_knowledge;colonization;distillation;enclosed_dock_systems;improved_agricultural_implements;improved_husbandry;industrial_canals;industrial_ceramics;institutionalized_public_credit;institutionalized_scientific_exchange;international_relations;light_infantry_tactics;medical_degrees;military_topographic_surveying;organized_textile_production;periodical_print_networks;permanent_engineer_services;permanent_military_hospitals;political_economy;regulated_small_arms;scientific_fortification_siegecraft;scientific_naval_architecture;selective_breeding;shaft_mining;ship_classification_surveying;specialized_technical_academies;standardized_field_artillery;state_dockyard_systems;sugar_refining;systematic_administrative_statistics;systematic_cadastral_surveying;systematic_population_registration;traditional_food_processing;traditional_furniture_making;traditional_glassmaking;traditional_papermaking;variolation_networks,,industrial_canals->turnpike_road_networks;political_economy->commercial_insurance_markets,advanced_crop_rotations;improved_agricultural_implements;industrial_canals;industrial_ceramics;medical_degrees;sugar_refining;systematic_cadastral_surveying;systematic_population_registration,READY_AFTER_CLASSIFICATION_DECISION
RWD,Rwanda,AFRICA,RESEARCHED,3,0,0,3,0,0,0,,,,,READY
RYU,Ryukyu,EAST_ASIA_SE_ASIA,RESEARCHED,9,12,4,1,0,1,1,codified_practical_knowledge;distillation;improved_husbandry;international_relations;organized_forestry;organized_textile_production;state_dockyard_systems;systematic_administrative_statistics;systematic_cadastral_surveying;traditional_food_processing;traditional_furniture_making;traditional_papermaking,,"codified_practical_knowledge->institutionalized_scientific_exchange,periodical_print_networks",systematic_cadastral_surveying,READY_AFTER_CLASSIFICATION_DECISION
SAF,South Africa,AFRICA,RESEARCHED,8,11,5,2,0,1,2,distillation;improved_agricultural_implements;improved_husbandry;international_relations;organized_forestry;scientific_fortification_siegecraft;state_dockyard_systems;systematic_administrative_statistics;systematic_population_registration;traditional_food_processing;traditional_furniture_making,,traditional_furniture_making->organized_textile_production,improved_agricultural_implements;systematic_population_registration,READY_AFTER_CLASSIFICATION_DECISION
SAH,Sahrawi,AFRICA,RESEARCHED,2,1,0,1,0,0,0,improved_husbandry,,,,READY
SAK,Siak,EAST_ASIA_SE_ASIA,RESEARCHED,7,4,0,3,0,0,0,distillation;improved_husbandry;international_relations;organized_textile_production,,,,READY
SAN,San,AFRICA,RESEARCHED,0,0,0,0,0,0,0,,,,,READY
SAR,Sardinia-Piedmont,CENTRAL_EUROPE_GERMAN_ITALY,RESEARCHED,13,32,20,1,1,0,5,armament_standardization_inspection;codified_practical_knowledge;distillation;enclosed_dock_systems;improved_agricultural_implements;improved_husbandry;institutionalized_scientific_exchange;international_relations;light_infantry_tactics;medical_degrees;military_topographic_surveying;organized_textile_production;periodical_print_networks;permanent_engineer_services;permanent_military_hospitals;regulated_small_arms;scientific_fortification_siegecraft;scientific_naval_architecture;shaft_mining;specialized_technical_academies;standardized_field_artillery;state_dockyard_systems;sugar_refining;systematic_administrative_statistics;systematic_cadastral_surveying;systematic_legal_codification;traditional_food_processing;traditional_furniture_making;traditional_glassmaking;traditional_papermaking;turnpike_road_networks;veterinary_science,military_veterinary_services,,improved_agricultural_implements;medical_degrees;sugar_refining;systematic_cadastral_surveying;systematic_legal_codification,NEEDS_REVIEW
SAS,South Australia,OCEANIA_PACIFIC,RESEARCHED,3,1,0,2,0,0,0,traditional_food_processing,,,,READY
SAT,Satara,SOUTH_ASIA,RESEARCHED,6,6,2,2,1,0,1,distillation;improved_husbandry;international_relations;organized_textile_production;sugar_refining;traditional_food_processing,cotton_gin,,sugar_refining,NEEDS_REVIEW
SAX,Saxony,CENTRAL_EUROPE_GERMAN_ITALY,RESEARCHED,9,29,21,1,0,1,4,applied_mineralogy;codified_practical_knowledge;distillation;improved_agricultural_implements;improved_husbandry;industrial_ceramics;institutionalized_public_credit;institutionalized_scientific_exchange;international_relations;light_infantry_tactics;medical_degrees;organized_elementary_schooling;organized_forestry;organized_textile_production;periodical_print_networks;permanent_engineer_services;political_economy;regulated_small_arms;scientific_fortification_siegecraft;selective_breeding;shaft_mining;specialized_technical_academies;standardized_field_artillery;systematic_administrative_statistics;traditional_food_processing;traditional_furniture_making;traditional_glassmaking;traditional_papermaking;turnpike_road_networks,,political_economy->commercial_insurance_markets,improved_agricultural_implements;industrial_ceramics;medical_degrees;organized_elementary_schooling,READY_AFTER_CLASSIFICATION_DECISION
SC1,Nueva España,AMERICAS_CARIBBEAN,RESEARCHED,10,16,8,2,0,4,1,applied_mineralogy;colonization;distillation;improved_husbandry;international_relations;light_infantry_tactics;medical_degrees;organized_textile_production;periodical_print_networks;permanent_engineer_services;shaft_mining;standardized_field_artillery;systematic_administrative_statistics;traditional_food_processing;traditional_furniture_making;traditional_glassmaking,,light_infantry_tactics->regulated_small_arms;medical_degrees->institutionalized_scientific_exchange;permanent_engineer_services->scientific_fortification_siegecraft;standardized_field_artillery->regulated_small_arms,medical_degrees,READY_AFTER_CLASSIFICATION_DECISION
SC2,Nueva Granada,AMERICAS_CARIBBEAN,RESEARCHED,8,12,5,1,1,3,0,applied_mineralogy;colonization;distillation;improved_husbandry;institutionalized_scientific_exchange;international_relations;light_infantry_tactics;organized_textile_production;permanent_engineer_services;systematic_administrative_statistics;traditional_food_processing;traditional_furniture_making,medical_degrees,applied_mineralogy->shaft_mining;light_infantry_tactics->regulated_small_arms;permanent_engineer_services->scientific_fortification_siegecraft,,NEEDS_REVIEW
SC3,Perú,AMERICAS_CARIBBEAN,RESEARCHED,10,14,6,2,0,3,1,applied_mineralogy;colonization;distillation;improved_husbandry;international_relations;light_infantry_tactics;medical_degrees;organized_textile_production;shaft_mining;standardized_field_artillery;systematic_administrative_statistics;traditional_food_processing;traditional_furniture_making;traditional_glassmaking,,light_infantry_tactics->regulated_small_arms;medical_degrees->institutionalized_scientific_exchange;standardized_field_artillery->regulated_small_arms,medical_degrees,READY_AFTER_CLASSIFICATION_DECISION
SC4,Río de la Plata,AMERICAS_CARIBBEAN,RESEARCHED,7,8,3,2,0,1,0,colonization;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;traditional_food_processing;traditional_furniture_making,,light_infantry_tactics->regulated_small_arms,,READY_AFTER_TREE_FIX
SCH,Schleswig,CENTRAL_EUROPE_GERMAN_ITALY,RESEARCHED,7,5,2,4,0,0,0,distillation;international_relations;organized_textile_production;traditional_food_processing;traditional_furniture_making,,,,READY
SCM,Schaumburg-Lippe,CENTRAL_EUROPE_GERMAN_ITALY,RESEARCHED,7,5,2,4,0,0,0,distillation;international_relations;organized_textile_production;traditional_food_processing;traditional_furniture_making,,,,READY
SCT,Sip Song Chau Tai,EAST_ASIA_SE_ASIA,RESEARCHED,1,1,0,0,0,0,0,improved_husbandry,,,,READY
SCW,Schwarzburg,CENTRAL_EUROPE_GERMAN_ITALY,RESEARCHED,7,5,2,4,0,0,0,distillation;international_relations;organized_textile_production;traditional_food_processing;traditional_furniture_making,,,,READY
SD1,The Sudan,AFRICA,RESEARCHED,2,5,4,1,0,1,0,codified_practical_knowledge;improved_husbandry;international_relations;traditional_food_processing;variolation_networks,,"codified_practical_knowledge->institutionalized_scientific_exchange,periodical_print_networks",,READY_AFTER_TREE_FIX
SDM,Sidamo,AFRICA,RESEARCHED,5,8,6,3,0,0,1,distillation;improved_agricultural_implements;improved_husbandry;international_relations;organized_textile_production;traditional_food_processing;traditional_furniture_making;variolation_networks,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
SEL,Selangor,EAST_ASIA_SE_ASIA,RESEARCHED,7,4,0,3,0,0,0,distillation;improved_husbandry;international_relations;organized_textile_production,,,,READY
SEQ,Indian Territory,AMERICAS_CARIBBEAN,RESEARCHED,4,3,2,3,0,1,0,international_relations;light_infantry_tactics;traditional_food_processing,,light_infantry_tactics->regulated_small_arms,,READY_AFTER_TREE_FIX
SER,Serbia,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,RESEARCHED,6,11,5,0,0,2,0,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;shaft_mining;traditional_food_processing;traditional_furniture_making;urbanization,,"codified_practical_knowledge->institutionalized_scientific_exchange,periodical_print_networks;regulated_small_arms->scientific_fortification_siegecraft",,READY_AFTER_TREE_FIX
SGU,Segou,AFRICA,RESEARCHED,5,7,5,3,0,0,1,improved_agricultural_implements;improved_husbandry;international_relations;organized_textile_production;traditional_food_processing;traditional_furniture_making;variolation_networks,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
SHS,Shan,EAST_ASIA_SE_ASIA,RESEARCHED,7,5,1,3,0,0,0,distillation;improved_husbandry;international_relations;organized_textile_production;traditional_papermaking,,,,READY
SHW,Shewa,AFRICA,RESEARCHED,5,8,6,3,0,0,1,distillation;improved_agricultural_implements;improved_husbandry;international_relations;organized_textile_production;traditional_food_processing;traditional_furniture_making;variolation_networks,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
SIA,Siam,EAST_ASIA_SE_ASIA,RESEARCHED,8,15,9,2,0,1,2,advanced_crop_rotations;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;scientific_fortification_siegecraft;standardized_field_artillery;state_dockyard_systems;sugar_refining;systematic_administrative_statistics;traditional_food_processing;traditional_furniture_making;traditional_papermaking,,advanced_crop_rotations->selective_breeding,advanced_crop_rotations;sugar_refining,READY_AFTER_CLASSIFICATION_DECISION
SIC,Two Sicilies,CENTRAL_EUROPE_GERMAN_ITALY,RESEARCHED,13,26,16,3,0,0,3,codified_practical_knowledge;distillation;enclosed_dock_systems;industrial_ceramics;institutionalized_public_credit;institutionalized_scientific_exchange;international_relations;light_infantry_tactics;medical_degrees;organized_textile_production;periodical_print_networks;permanent_engineer_services;permanent_military_hospitals;regulated_small_arms;scientific_fortification_siegecraft;scientific_naval_architecture;specialized_technical_academies;standardized_field_artillery;state_dockyard_systems;sugar_refining;systematic_administrative_statistics;traditional_food_processing;traditional_furniture_making;traditional_glassmaking;traditional_papermaking;variolation_networks,,,industrial_ceramics;medical_degrees;sugar_refining,READY_AFTER_CLASSIFICATION_DECISION
SIK,Sikkim,SOUTH_ASIA,RESEARCHED,6,4,2,4,0,0,1,distillation;improved_husbandry;sugar_refining;traditional_food_processing,,,sugar_refining,READY_AFTER_CLASSIFICATION_DECISION
SIL,Sierra Leone,AFRICA,RESEARCHED,5,2,0,3,0,0,0,improved_husbandry;international_relations,,,,READY
SIN,Sindh,SOUTH_ASIA,RESEARCHED,7,12,7,2,1,3,3,advanced_crop_rotations;codified_practical_knowledge;commercial_insurance_markets;distillation;improved_agricultural_implements;improved_husbandry;international_relations;organized_textile_production;sugar_refining;systematic_administrative_statistics;traditional_food_processing;variolation_networks,cotton_gin,"advanced_crop_rotations->selective_breeding;codified_practical_knowledge->institutionalized_scientific_exchange,periodical_print_networks;commercial_insurance_markets->institutionalized_public_credit",advanced_crop_rotations;improved_agricultural_implements;sugar_refining,NEEDS_REVIEW
SKH,Evenki,EAST_ASIA_SE_ASIA,RESEARCHED,0,0,0,0,0,0,0,,,,,READY
SKM,Usukuma,AFRICA,RESEARCHED,1,1,0,0,0,0,0,improved_husbandry,,,,READY
SKY,Sakuye,AFRICA,RESEARCHED,1,1,0,0,0,0,0,improved_husbandry,,,,READY
SLK,Selk’nam,AMERICAS_CARIBBEAN,RESEARCHED,2,0,0,2,0,0,0,,,,,READY
SLS,Séliš,AMERICAS_CARIBBEAN,RESEARCHED,2,1,0,1,0,0,0,improved_husbandry,,,,READY
SLW,Sulawesi,EAST_ASIA_SE_ASIA,RESEARCHED,0,0,0,0,0,0,0,,,,,READY
SMB,Sambas,EAST_ASIA_SE_ASIA,RESEARCHED,7,4,0,3,0,0,0,distillation;improved_husbandry;international_relations;organized_textile_production,,,,READY
SML,Yat’siminoli,AMERICAS_CARIBBEAN,RESEARCHED,2,3,2,1,0,0,0,improved_husbandry;international_relations;traditional_food_processing,,,,READY
SNG,Sangu,AFRICA,RESEARCHED,1,1,0,0,0,0,0,improved_husbandry,,,,READY
SOK,Sokoto,AFRICA,RESEARCHED,5,2,1,4,0,0,0,improved_husbandry;variolation_networks,,,,READY
SPA,Spain,WESTERN_EUROPE,RESEARCHED,21,34,14,1,0,2,5,applied_mineralogy;armament_standardization_inspection;atmospheric_engine;codified_practical_knowledge;colonization;commercial_insurance_markets;distillation;enclosed_dock_systems;improved_husbandry;industrial_ceramics;institutionalized_scientific_exchange;international_relations;light_infantry_tactics;medical_degrees;military_topographic_surveying;organized_forestry;organized_textile_production;periodical_print_networks;permanent_engineer_services;regulated_small_arms;scientific_fortification_siegecraft;scientific_naval_architecture;shaft_mining;specialized_technical_academies;standardized_field_artillery;state_dockyard_systems;sugar_refining;systematic_administrative_statistics;systematic_cadastral_surveying;systematic_population_registration;traditional_food_processing;traditional_furniture_making;traditional_glassmaking;traditional_papermaking,,atmospheric_engine->coke_smelting;commercial_insurance_markets->institutionalized_public_credit,industrial_ceramics;medical_degrees;sugar_refining;systematic_cadastral_surveying;systematic_population_registration,READY_AFTER_CLASSIFICATION_DECISION
SPC,Carlist Spain,WESTERN_EUROPE,RESEARCHED,21,34,14,1,0,2,5,applied_mineralogy;armament_standardization_inspection;atmospheric_engine;codified_practical_knowledge;colonization;commercial_insurance_markets;distillation;enclosed_dock_systems;improved_husbandry;industrial_ceramics;institutionalized_scientific_exchange;international_relations;light_infantry_tactics;medical_degrees;military_topographic_surveying;organized_forestry;organized_textile_production;periodical_print_networks;permanent_engineer_services;regulated_small_arms;scientific_fortification_siegecraft;scientific_naval_architecture;shaft_mining;specialized_technical_academies;standardized_field_artillery;state_dockyard_systems;sugar_refining;systematic_administrative_statistics;systematic_cadastral_surveying;systematic_population_registration;traditional_food_processing;traditional_furniture_making;traditional_glassmaking;traditional_papermaking,,atmospheric_engine->coke_smelting;commercial_insurance_markets->institutionalized_public_credit,industrial_ceramics;medical_degrees;sugar_refining;systematic_cadastral_surveying;systematic_population_registration,READY_AFTER_CLASSIFICATION_DECISION
SPU,South Peru,AMERICAS_CARIBBEAN,RESEARCHED,8,11,4,1,0,3,1,applied_mineralogy;distillation;improved_husbandry;international_relations;light_infantry_tactics;medical_degrees;organized_textile_production;shaft_mining;standardized_field_artillery;systematic_administrative_statistics;traditional_food_processing,,light_infantry_tactics->regulated_small_arms;medical_degrees->institutionalized_scientific_exchange;standardized_field_artillery->regulated_small_arms,medical_degrees,READY_AFTER_CLASSIFICATION_DECISION
SRK,Surakarta,EAST_ASIA_SE_ASIA,RESEARCHED,7,8,3,2,0,1,1,codified_practical_knowledge;distillation;improved_husbandry;international_relations;organized_textile_production;sugar_refining;systematic_administrative_statistics;traditional_food_processing,,"codified_practical_knowledge->institutionalized_scientific_exchange,periodical_print_networks",sugar_refining,READY_AFTER_CLASSIFICATION_DECISION
SRR,Serer,AFRICA,RESEARCHED,1,5,4,0,0,0,1,improved_agricultural_implements;improved_husbandry;organized_textile_production;traditional_food_processing;traditional_furniture_making,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
SSU,Susu,AFRICA,RESEARCHED,1,5,4,0,0,0,1,improved_agricultural_implements;improved_husbandry;organized_textile_production;traditional_food_processing;traditional_furniture_making,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
STG,Sintang,EAST_ASIA_SE_ASIA,RESEARCHED,7,4,0,3,0,0,0,distillation;improved_husbandry;international_relations;organized_textile_production,,,,READY
SUL,Sulu,EAST_ASIA_SE_ASIA,RESEARCHED,7,6,1,2,0,1,0,codified_practical_knowledge;distillation;improved_husbandry;international_relations;organized_textile_production;systematic_administrative_statistics,,"codified_practical_knowledge->institutionalized_scientific_exchange,periodical_print_networks",,READY_AFTER_TREE_FIX
SUR,Surguja,SOUTH_ASIA,RESEARCHED,6,4,2,4,0,0,1,distillation;improved_husbandry;sugar_refining;traditional_food_processing,,,sugar_refining,READY_AFTER_CLASSIFICATION_DECISION
SWE,Sweden,NORTHERN_EASTERN_EUROPE,RESEARCHED,21,42,22,1,0,0,9,advanced_crop_rotations;applied_mineralogy;armament_standardization_inspection;codified_practical_knowledge;commercial_insurance_markets;constitutional_government;distillation;enclosed_dock_systems;improved_agricultural_implements;improved_husbandry;industrial_ceramics;institutionalized_public_credit;institutionalized_scientific_exchange;international_relations;light_infantry_tactics;medical_degrees;military_topographic_surveying;organized_textile_production;periodical_print_networks;permanent_engineer_services;permanent_military_hospitals;political_economy;regulated_small_arms;scientific_fortification_siegecraft;scientific_naval_architecture;selective_breeding;shaft_mining;ship_classification_surveying;specialized_technical_academies;standardized_field_artillery;state_dockyard_systems;sugar_refining;systematic_administrative_statistics;systematic_cadastral_surveying;systematic_legal_codification;systematic_population_registration;traditional_food_processing;traditional_furniture_making;traditional_glassmaking;traditional_papermaking;variolation_networks;veterinary_science,,,advanced_crop_rotations;constitutional_government;improved_agricultural_implements;industrial_ceramics;medical_degrees;sugar_refining;systematic_cadastral_surveying;systematic_legal_codification;systematic_population_registration,READY_AFTER_CLASSIFICATION_DECISION
SWI,Switzerland,CENTRAL_EUROPE_GERMAN_ITALY,RESEARCHED,7,12,8,3,0,0,1,codified_practical_knowledge;distillation;improved_husbandry;institutionalized_scientific_exchange;international_relations;medical_degrees;organized_textile_production;periodical_print_networks;traditional_food_processing;traditional_furniture_making;traditional_glassmaking;traditional_papermaking,,,medical_degrees,READY_AFTER_CLASSIFICATION_DECISION
SWZ,Swaziland,AFRICA,RESEARCHED,3,3,2,2,0,0,1,improved_agricultural_implements;improved_husbandry;traditional_food_processing,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
TAS,Tasmania,OCEANIA_PACIFIC,RESEARCHED,3,1,0,2,0,0,0,traditional_food_processing,,,,READY
TBI,Tubu,AFRICA,RESEARCHED,2,2,1,1,0,0,0,improved_husbandry;traditional_food_processing,,,,READY
TEK,Tekna,AFRICA,RESEARCHED,2,1,0,1,0,0,0,improved_husbandry,,,,READY
TEX,Texas,AMERICAS_CARIBBEAN,RESEARCHED,6,7,3,2,0,2,0,distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;standardized_field_artillery;traditional_food_processing,,light_infantry_tactics->regulated_small_arms;standardized_field_artillery->regulated_small_arms,,READY_AFTER_TREE_FIX
TGI,Tungi,AFRICA,RESEARCHED,6,6,3,3,0,0,1,improved_agricultural_implements;improved_husbandry;international_relations;organized_textile_production;traditional_food_processing;traditional_furniture_making,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
TGR,Tigray,AFRICA,RESEARCHED,5,8,6,3,0,0,1,distillation;improved_agricultural_implements;improved_husbandry;international_relations;organized_textile_production;traditional_food_processing;traditional_furniture_making;variolation_networks,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
THL,Tehuelche,AMERICAS_CARIBBEAN,RESEARCHED,2,1,0,1,0,0,0,improved_husbandry,,,,READY
TIB,Tibet,EAST_ASIA_SE_ASIA,RESEARCHED,3,6,4,1,0,1,0,codified_practical_knowledge;distillation;improved_husbandry;international_relations;traditional_food_processing;traditional_papermaking,,"codified_practical_knowledge->institutionalized_scientific_exchange,periodical_print_networks",,READY_AFTER_TREE_FIX
TID,Tidore,EAST_ASIA_SE_ASIA,RESEARCHED,7,4,0,3,0,0,0,distillation;improved_husbandry;international_relations;organized_textile_production,,,,READY
TIP,Tipperah,SOUTH_ASIA,RESEARCHED,2,2,1,1,0,1,1,improved_husbandry;sugar_refining,,sugar_refining->traditional_food_processing,sugar_refining,READY_AFTER_CLASSIFICATION_DECISION
TKE,Teke,AFRICA,RESEARCHED,2,6,5,1,0,0,1,improved_agricultural_implements;improved_husbandry;international_relations;organized_textile_production;traditional_food_processing;traditional_furniture_making,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
TMN,Temne,AFRICA,RESEARCHED,2,5,4,1,0,0,1,improved_agricultural_implements;improved_husbandry;organized_textile_production;traditional_food_processing;traditional_furniture_making,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
TNG,Tonga,OCEANIA_PACIFIC,RESEARCHED,3,4,1,0,0,1,0,improved_husbandry;international_relations;scientific_naval_architecture;traditional_food_processing,,scientific_naval_architecture->state_dockyard_systems,,READY_AFTER_TREE_FIX
TPS,Toposa,AFRICA,RESEARCHED,1,1,0,0,0,0,0,improved_husbandry,,,,READY
TRA,Travancore,SOUTH_ASIA,RESEARCHED,10,16,7,1,1,2,3,advanced_crop_rotations;codified_practical_knowledge;distillation;improved_agricultural_implements;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;permanent_engineer_services;regulated_small_arms;scientific_fortification_siegecraft;standardized_field_artillery;sugar_refining;systematic_administrative_statistics;traditional_food_processing;traditional_furniture_making,cotton_gin,"advanced_crop_rotations->selective_breeding;codified_practical_knowledge->institutionalized_scientific_exchange,periodical_print_networks",advanced_crop_rotations;improved_agricultural_implements;sugar_refining,NEEDS_REVIEW
TRI,Tripolitania,AFRICA,RESEARCHED,9,16,10,3,0,2,2,codified_practical_knowledge;distillation;improved_agricultural_implements;improved_husbandry;institutionalized_scientific_exchange;international_relations;organized_elementary_schooling;organized_textile_production;regulated_small_arms;scientific_fortification_siegecraft;standardized_field_artillery;state_dockyard_systems;traditional_food_processing;traditional_furniture_making;traditional_glassmaking;variolation_networks,,codified_practical_knowledge->periodical_print_networks;organized_elementary_schooling->periodical_print_networks,improved_agricultural_implements;organized_elementary_schooling,READY_AFTER_CLASSIFICATION_DECISION
TRK,Turkana,AFRICA,RESEARCHED,1,1,0,0,0,0,0,improved_husbandry,,,,READY
TRM,Turkmenia,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,RESEARCHED,5,5,0,0,0,0,0,distillation;improved_husbandry;international_relations;organized_textile_production;urbanization,,,,READY
TRN,Transvaal,AFRICA,RESEARCHED,5,2,0,3,0,0,0,improved_husbandry;international_relations,,,,READY
TRS,Transylvania,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,RESEARCHED,13,19,7,1,0,1,0,applied_mineralogy;armament_standardization_inspection;codified_practical_knowledge;distillation;improved_husbandry;institutionalized_scientific_exchange;international_relations;light_infantry_tactics;organized_textile_production;permanent_engineer_services;regulated_small_arms;scientific_fortification_siegecraft;shaft_mining;standardized_field_artillery;systematic_administrative_statistics;traditional_food_processing;traditional_furniture_making;traditional_glassmaking;urbanization,,codified_practical_knowledge->periodical_print_networks,,READY_AFTER_TREE_FIX
TRZ,Trarza,AFRICA,RESEARCHED,2,1,0,1,0,0,0,improved_husbandry,,,,READY
TSW,Tswana,AFRICA,RESEARCHED,1,3,2,0,0,0,1,improved_agricultural_implements;improved_husbandry;traditional_food_processing,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
TUA,Tuat,AFRICA,RESEARCHED,2,5,4,1,0,0,1,improved_agricultural_implements;improved_husbandry;organized_textile_production;traditional_food_processing;traditional_furniture_making,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
TUG,Touggourt,AFRICA,RESEARCHED,2,5,4,1,0,0,1,improved_agricultural_implements;improved_husbandry;organized_textile_production;traditional_food_processing;traditional_furniture_making,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
TUN,Tunis,AFRICA,RESEARCHED,8,17,11,2,0,2,3,codified_practical_knowledge;distillation;improved_agricultural_implements;improved_husbandry;institutionalized_scientific_exchange;international_relations;medical_degrees;organized_elementary_schooling;organized_textile_production;regulated_small_arms;scientific_fortification_siegecraft;standardized_field_artillery;state_dockyard_systems;traditional_food_processing;traditional_furniture_making;traditional_glassmaking;variolation_networks,,codified_practical_knowledge->periodical_print_networks;organized_elementary_schooling->periodical_print_networks,improved_agricultural_implements;medical_degrees;organized_elementary_schooling,READY_AFTER_CLASSIFICATION_DECISION
TUR,Turkey,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,RESEARCHED,17,22,5,0,0,1,1,codified_practical_knowledge;distillation;improved_husbandry;institutionalized_public_credit;institutionalized_scientific_exchange;international_relations;light_infantry_tactics;medical_degrees;organized_textile_production;regulated_small_arms;scientific_fortification_siegecraft;scientific_naval_architecture;shaft_mining;specialized_technical_academies;standardized_field_artillery;state_dockyard_systems;systematic_administrative_statistics;traditional_food_processing;traditional_furniture_making;traditional_glassmaking;urbanization;variolation_networks,,codified_practical_knowledge->periodical_print_networks,medical_degrees,READY_AFTER_CLASSIFICATION_DECISION
TUS,Tuscany,CENTRAL_EUROPE_GERMAN_ITALY,RESEARCHED,7,21,15,1,0,1,4,codified_practical_knowledge;distillation;enclosed_dock_systems;improved_agricultural_implements;improved_husbandry;industrial_ceramics;institutionalized_scientific_exchange;international_relations;medical_degrees;organized_textile_production;periodical_print_networks;political_economy;shaft_mining;sugar_refining;systematic_administrative_statistics;traditional_food_processing;traditional_furniture_making;traditional_glassmaking;traditional_papermaking;turnpike_road_networks;variolation_networks,,political_economy->commercial_insurance_markets,improved_agricultural_implements;industrial_ceramics;medical_degrees;sugar_refining,READY_AFTER_CLASSIFICATION_DECISION
UBD,United Baltic Provinces,NORTHERN_EASTERN_EUROPE,RESEARCHED,7,26,21,2,0,2,6,advanced_crop_rotations;codified_practical_knowledge;distillation;improved_agricultural_implements;improved_husbandry;industrial_ceramics;institutionalized_scientific_exchange;military_topographic_surveying;organized_elementary_schooling;organized_textile_production;periodical_print_networks;permanent_engineer_services;political_economy;scientific_fortification_siegecraft;scientific_naval_architecture;selective_breeding;ship_classification_surveying;state_dockyard_systems;systematic_administrative_statistics;systematic_cadastral_surveying;systematic_population_registration;traditional_food_processing;traditional_furniture_making;traditional_glassmaking;traditional_papermaking;variolation_networks,,political_economy->commercial_insurance_markets;ship_classification_surveying->enclosed_dock_systems,advanced_crop_rotations;improved_agricultural_implements;industrial_ceramics;organized_elementary_schooling;systematic_cadastral_surveying;systematic_population_registration,READY_AFTER_CLASSIFICATION_DECISION
UCA,Central America,AMERICAS_CARIBBEAN,RESEARCHED,8,8,2,2,0,0,0,colonization;distillation;improved_husbandry;international_relations;organized_textile_production;systematic_administrative_statistics;traditional_food_processing;traditional_furniture_making,,,,READY
ULT,Ulta,EAST_ASIA_SE_ASIA,RESEARCHED,0,0,0,0,0,0,0,,,,,READY
UNT,United Tribes,OCEANIA_PACIFIC,RESEARCHED,3,3,1,1,0,0,0,improved_husbandry;international_relations;traditional_food_processing,,,,READY
URU,Uruguay,AMERICAS_CARIBBEAN,RESEARCHED,7,8,3,2,0,2,0,colonization;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;standardized_field_artillery;traditional_food_processing,,light_infantry_tactics->regulated_small_arms;standardized_field_artillery->regulated_small_arms,,READY_AFTER_TREE_FIX
