Technology ID,Category,Era,Classification,Countries currently starting,Potential issue,Notes
elevator,society,era_9,D,,,"EN=Elevators | FR=Ascenseur | Prerequisites=steel_frame_buildings | Children=— | Unlocks=PM:pm_arcades | Modifier=yes: country_max_weekly_construction_progress_add, state_building_construction_sector_max_level_add, state_infrastructure_from_population_add, state_infrastructure_from_population_max_add | Technologie nettement tardive pour un départ en 1776."
investment_banks,society,era_9,D,,,"EN=Investment Banks | FR=Banques d’investissement | Prerequisites=stock_exchange, mutual_funds | Children=corporate_management, steel_frame_buildings | Unlocks=— | Modifier=yes: country_free_charters_add, country_max_companies_add, state_urbanization_per_level_mult | Technologie nettement tardive pour un départ en 1776."
steel_frame_buildings,society,era_9,D,,,"EN=Steel-Frame Buildings | FR=Bâtiments avec structure en acier | Prerequisites=investment_banks, modern_sewerage | Children=elevator, zeppelins | Unlocks=PM:pm_covered_markets, PM:pm_steel_frame_buildings, bâtiment:building_eiffel_tower, bâtiment:building_estacion_de_madrid_atocha, bâtiment:building_statue_of_liberty, bâtiment:building_victoria_terminus | Modifier=yes: country_max_weekly_construction_progress_add, state_building_construction_sector_max_level_add, state_harvest_condition_flood_impact_mult, state_infrastructure_from_population_add, state_infrastructure_from_population_max_add | Technologie nettement tardive pour un départ en 1776."
corporate_management,society,era_10,D,,,"EN=Corporate Governance | FR=Gouvernement d’entreprise | Prerequisites=investment_banks | Children=modern_financial_instruments | Unlocks=PM:pm_scientific_management | Modifier=yes: country_max_companies_add, state_urbanization_per_level_mult | Technologie nettement tardive pour un départ en 1776."
film,society,era_10,D,,,EN=Film | FR=Film | Prerequisites=camera | Children=mass_propaganda | Unlocks=PM:pm_film_art | Modifier=yes: country_prestige_mult | Technologie nettement tardive pour un départ en 1776.
international_exchange_standards,society,era_10,D,,,"EN=International Exchange Standards | FR=Normes internationales d’échange | Prerequisites=institutionalized_public_credit, international_relations | Children=modern_financial_instruments | Unlocks=— | Modifier=yes: country_loan_interest_rate_add, country_minting_mult, state_max_trade_advantage_from_capacity_add | Technologie nettement tardive pour un départ en 1776."
malaria_prevention,society,era_10,D,,,"EN=Malaria Prevention | FR=Prévention du paludisme | Prerequisites=civilizing_mission, organized_immunization_campaigns, quinine | Children=antibiotics | Unlocks=— | Modifier=yes: country_institution_colonial_affairs_max_investment_add, country_institution_health_system_max_investment_add | Technologie nettement tardive pour un départ en 1776."
multilateral_alliances,society,era_10,E,,,"EN=Multilateral Alliances | FR=Alliances multilatérales | Prerequisites=international_relations, pan-nationalism | Children=— | Unlocks=— | Modifier=yes: country_allow_multiple_alliances_bool, country_diplomatic_play_maneuvers_mult, country_infamy_generation_mult | Capacité institutionnelle/politique abstraite; décision pays par pays."
political_agitation,society,era_10,E,,,"EN=Political Agitation | FR=Agitation politique | Prerequisites=organized_reform_movements, mass_circulation_press | Children=mass_propaganda | Unlocks=loi:law_outlawed_dissent, loi:law_single_party_state | Modifier=yes: country_agitator_slots_add, country_authority_mult, country_voting_power_mult, state_expected_sol_from_literacy | Capacité institutionnelle/politique abstraite; décision pays par pays."
psychoanalysis,society,era_10,D,,,"EN=Psychoanalysis | FR=Psychanalyse | Prerequisites=clinicopathological_medicine | Children=— | Unlocks=— | Modifier=yes: country_diplomatic_play_maneuvers_mult, country_influence_mult, state_bureaucracy_population_base_cost_factor_mult | Technologie nettement tardive pour un départ en 1776."
zeppelins,society,era_10,D,,,EN=Zeppelins | FR=Zeppelin | Prerequisites=steel_frame_buildings | Children=— | Unlocks=PM:pm_airship_mooring_post | Modifier=yes: state_market_access_price_impact | Technologie nettement tardive pour un départ en 1776.
analytical_philosophy,society,era_11,D,,,EN=Analytical Philosophy | FR=Philosophie analytique | Prerequisites=specialized_professional_societies | Children=— | Unlocks=PM:pm_analytical_philosophy_department | Modifier=yes: state_literacy_growth_add | Technologie nettement tardive pour un départ en 1776.
behaviorism,society,era_11,D,,,"EN=Behaviorism | FR=Comportementalisme | Prerequisites=experimental_research_laboratories, philosophical_pragmatism | Children=— | Unlocks=— | Modifier=yes: country_diplomatic_play_maneuvers_mult, country_influence_mult, state_bureaucracy_population_base_cost_factor_mult | Technologie nettement tardive pour un départ en 1776."
central_planning,society,era_11,D,,,"EN=Central Planning | FR=Plan centralisé | Prerequisites=identification_documents | Children=mass_surveillance | Unlocks=PM:pm_switch_boards, loi:law_command_economy | Modifier=yes: country_government_dividends_efficiency_add, country_institution_home_affairs_max_investment_add, state_incorporation_speed_mult, state_literacy_growth_add, state_tax_capacity_add | Technologie nettement tardive pour un départ en 1776."
mass_propaganda,society,era_11,D,,,"EN=Mass Propaganda | FR=Propagande de masse | Prerequisites=political_agitation, film, organized_sports | Children=— | Unlocks=— | Modifier=yes: country_agitator_slots_add, country_authority_mult, country_support_separatism_strength_mult, country_voting_power_mult, state_expected_sol_from_literacy | Technologie nettement tardive pour un départ en 1776."
antibiotics,society,era_12,D,,,"EN=Antibiotics | FR=Antibiotique | Prerequisites=experimental_research_laboratories, organized_immunization_campaigns, malaria_prevention | Children=— | Unlocks=PM:pm_antibiotic_mass_production | Modifier=yes: country_institution_health_system_max_investment_add, state_harvest_condition_disease_outbreak_impact_mult | Technologie nettement tardive pour un départ en 1776."
macroeconomics,society,era_12,D,,,"EN=Macroeconomics | FR=Macroéconomie | Prerequisites=classical_political_economy, central_statistical_offices | Children=— | Unlocks=— | Modifier=yes: country_max_companies_add, state_market_access_price_impact | Technologie nettement tardive pour un départ en 1776."
mass_surveillance,society,era_12,D,,,"EN=Mass Surveillance | FR=Surveillance de masse | Prerequisites=central_planning | Children=— | Unlocks=loi:law_militarized_police | Modifier=yes: country_institution_home_affairs_max_investment_add, country_support_separatism_resistance_mult, state_incorporation_speed_mult, state_tax_capacity_add | Technologie nettement tardive pour un départ en 1776."
modern_financial_instruments,society,era_12,D,,,"EN=Modern Financial Instruments | FR=Instruments financiers modernes | Prerequisites=international_exchange_standards, corporate_management | Children=— | Unlocks=— | Modifier=yes: country_government_dividends_efficiency_add, country_loan_interest_rate_add, country_minting_mult | Technologie nettement tardive pour un départ en 1776."
