reference_id,scope,production_method_id,production_method_group,building_ids,file,line_or_block,gate_type,gate_expression,technology_id,technology_category,technology_era,technology_status,vanilla_requirement,mod_requirement,vanilla_mod_relationship,hidden_alias,pm_role,frozen_target,frozen_target_source,design_status,notes
PMTG-0001,EFFECTIVE_VANILLA,pm_aeroplane_production,pmg_aeroplanes,building_automotive_industry,common/production_methods/01_industry.txt,2221,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { military_aviation },military_aviation,military,era_10,VISIBLE_POST1836,unlocking_technologies = { military_aviation },INHERITED_FROM_VANILLA: unlocking_technologies = { military_aviation },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0209,EFFECTIVE_VANILLA,pm_tank_production,pmg_tanks,building_automotive_industry,common/production_methods/01_industry.txt,2249,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { mobile_armor },mobile_armor,military,era_12,VISIBLE_POST1836,unlocking_technologies = { mobile_armor },INHERITED_FROM_VANILLA: unlocking_technologies = { mobile_armor },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0210,EFFECTIVE_VANILLA,pm_trade_center_trade_quantity_high,pmg_trade_quantity_trade_center,building_trade_center,common/production_methods/11_private_infrastructure.txt,423,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { hydraulic_cranes },hydraulic_cranes,military,era_7,HIDDEN_COMPATIBILITY_ALIAS,unlocking_technologies = { hydraulic_cranes },INHERITED_FROM_VANILLA: unlocking_technologies = { hydraulic_cranes },INHERITED_VANILLA,YES,INTERMEDIATE_PM,,,DESIGN_REVIEW_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0211,EFFECTIVE_VANILLA,pm_trade_center_trade_quantity_very_high,pmg_trade_quantity_trade_center,building_trade_center,common/production_methods/11_private_infrastructure.txt,440,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { floating_harbor },floating_harbor,military,era_9,VISIBLE_POST1836,unlocking_technologies = { floating_harbor },INHERITED_FROM_VANILLA: unlocking_technologies = { floating_harbor },INHERITED_VANILLA,NO,ADVANCED_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0212,EFFECTIVE_VANILLA,pm_steam_rail_transport,pmg_train_automation_building_banana_plantation,building_banana_plantation,common/production_methods/04_plantations.txt,147,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { railways },railways,production,era_6,VISIBLE_TECH3A_I_VI,unlocking_technologies = { railways },INHERITED_FROM_VANILLA: unlocking_technologies = { railways },INHERITED_VANILLA,NO,AUTOMATION_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0213,EFFECTIVE_VANILLA,pm_rail_transport_mine,pmg_train_automation_building_coal_mine,building_coal_mine,common/production_methods/03_mines.txt,429,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { railways },railways,production,era_6,VISIBLE_TECH3A_I_VI,unlocking_technologies = { railways },INHERITED_FROM_VANILLA: unlocking_technologies = { railways },INHERITED_VANILLA,NO,AUTOMATION_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0214,EFFECTIVE_VANILLA,pm_steam_rail_transport,pmg_train_automation_building_coffee_plantation,building_coffee_plantation,common/production_methods/04_plantations.txt,147,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { railways },railways,production,era_6,VISIBLE_TECH3A_I_VI,unlocking_technologies = { railways },INHERITED_FROM_VANILLA: unlocking_technologies = { railways },INHERITED_VANILLA,NO,AUTOMATION_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0215,EFFECTIVE_VANILLA,pm_steam_rail_transport,pmg_train_automation_building_cotton_plantation,building_cotton_plantation,common/production_methods/04_plantations.txt,147,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { railways },railways,production,era_6,VISIBLE_TECH3A_I_VI,unlocking_technologies = { railways },INHERITED_FROM_VANILLA: unlocking_technologies = { railways },INHERITED_VANILLA,NO,AUTOMATION_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0216,EFFECTIVE_VANILLA,pm_steam_rail_transport,pmg_train_automation_building_dye_plantation,building_dye_plantation,common/production_methods/04_plantations.txt,147,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { railways },railways,production,era_6,VISIBLE_TECH3A_I_VI,unlocking_technologies = { railways },INHERITED_FROM_VANILLA: unlocking_technologies = { railways },INHERITED_VANILLA,NO,AUTOMATION_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0217,EFFECTIVE_VANILLA,pm_rail_transport_mine,pmg_train_automation_building_gold_mine,building_gold_mine,common/production_methods/03_mines.txt,429,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { railways },railways,production,era_6,VISIBLE_TECH3A_I_VI,unlocking_technologies = { railways },INHERITED_FROM_VANILLA: unlocking_technologies = { railways },INHERITED_VANILLA,NO,AUTOMATION_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0218,EFFECTIVE_VANILLA,pm_rail_transport_mine,pmg_train_automation_building_iron_mine,building_iron_mine,common/production_methods/03_mines.txt,429,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { railways },railways,production,era_6,VISIBLE_TECH3A_I_VI,unlocking_technologies = { railways },INHERITED_FROM_VANILLA: unlocking_technologies = { railways },INHERITED_VANILLA,NO,AUTOMATION_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0219,EFFECTIVE_VANILLA,pm_rail_transport_mine,pmg_train_automation_building_lead_mine,building_lead_mine,common/production_methods/03_mines.txt,429,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { railways },railways,production,era_6,VISIBLE_TECH3A_I_VI,unlocking_technologies = { railways },INHERITED_FROM_VANILLA: unlocking_technologies = { railways },INHERITED_VANILLA,NO,AUTOMATION_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0220,EFFECTIVE_VANILLA,pm_steam_rail_transport,pmg_train_automation_building_opium_plantation,building_opium_plantation,common/production_methods/04_plantations.txt,147,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { railways },railways,production,era_6,VISIBLE_TECH3A_I_VI,unlocking_technologies = { railways },INHERITED_FROM_VANILLA: unlocking_technologies = { railways },INHERITED_VANILLA,NO,AUTOMATION_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0221,EFFECTIVE_VANILLA,pm_steam_rail_transport,pmg_train_automation_building_rubber_plantation,building_rubber_plantation,common/production_methods/04_plantations.txt,147,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { railways },railways,production,era_6,VISIBLE_TECH3A_I_VI,unlocking_technologies = { railways },INHERITED_FROM_VANILLA: unlocking_technologies = { railways },INHERITED_VANILLA,NO,AUTOMATION_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0222,EFFECTIVE_VANILLA,pm_steam_rail_transport,pmg_train_automation_building_silk_plantation,building_silk_plantation,common/production_methods/04_plantations.txt,147,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { railways },railways,production,era_6,VISIBLE_TECH3A_I_VI,unlocking_technologies = { railways },INHERITED_FROM_VANILLA: unlocking_technologies = { railways },INHERITED_VANILLA,NO,AUTOMATION_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0223,EFFECTIVE_VANILLA,pm_steam_rail_transport,pmg_train_automation_building_sugar_plantation,building_sugar_plantation,common/production_methods/04_plantations.txt,147,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { railways },railways,production,era_6,VISIBLE_TECH3A_I_VI,unlocking_technologies = { railways },INHERITED_FROM_VANILLA: unlocking_technologies = { railways },INHERITED_VANILLA,NO,AUTOMATION_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0224,EFFECTIVE_VANILLA,pm_rail_transport_mine,pmg_train_automation_building_sulfur_mine,building_sulfur_mine,common/production_methods/03_mines.txt,429,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { railways },railways,production,era_6,VISIBLE_TECH3A_I_VI,unlocking_technologies = { railways },INHERITED_FROM_VANILLA: unlocking_technologies = { railways },INHERITED_VANILLA,NO,AUTOMATION_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0225,EFFECTIVE_VANILLA,pm_steam_rail_transport,pmg_train_automation_building_tea_plantation,building_tea_plantation,common/production_methods/04_plantations.txt,147,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { railways },railways,production,era_6,VISIBLE_TECH3A_I_VI,unlocking_technologies = { railways },INHERITED_FROM_VANILLA: unlocking_technologies = { railways },INHERITED_VANILLA,NO,AUTOMATION_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0226,EFFECTIVE_VANILLA,pm_steam_rail_transport,pmg_train_automation_building_tobacco_plantation,building_tobacco_plantation,common/production_methods/04_plantations.txt,147,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { railways },railways,production,era_6,VISIBLE_TECH3A_I_VI,unlocking_technologies = { railways },INHERITED_FROM_VANILLA: unlocking_technologies = { railways },INHERITED_VANILLA,NO,AUTOMATION_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0227,EFFECTIVE_VANILLA,pm_steam_rail_transport,pmg_train_automation_building_vineyard,building_vineyard,common/production_methods/04_plantations.txt,147,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { railways },railways,production,era_6,VISIBLE_TECH3A_I_VI,unlocking_technologies = { railways },INHERITED_FROM_VANILLA: unlocking_technologies = { railways },INHERITED_VANILLA,NO,AUTOMATION_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0228,EFFECTIVE_VANILLA,pm_general_training,pmg_training,building_barrack,common/production_methods/05_military.txt,35,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { general_staff },general_staff,military,era_6,VISIBLE_TECH3A_I_VI,unlocking_technologies = { general_staff },INHERITED_FROM_VANILLA: unlocking_technologies = { general_staff },INHERITED_VANILLA,NO,MILITARY_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0229,EFFECTIVE_VANILLA,pm_advanced_tactics_training,pmg_training,building_barrack,common/production_methods/05_military.txt,59,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { military_statistics },military_statistics,military,era_9,VISIBLE_POST1836,unlocking_technologies = { military_statistics },INHERITED_FROM_VANILLA: unlocking_technologies = { military_statistics },INHERITED_VANILLA,NO,MILITARY_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0230,EFFECTIVE_VANILLA,pm_training_streamlining,pmg_training,building_barrack,common/production_methods/05_military.txt,83,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { wargaming },wargaming,military,era_9,VISIBLE_POST1836,unlocking_technologies = { wargaming },INHERITED_FROM_VANILLA: unlocking_technologies = { wargaming },INHERITED_VANILLA,NO,MILITARY_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0231,EFFECTIVE_VANILLA,pm_nco_incorporation,pmg_training,building_barrack,common/production_methods/05_military.txt,107,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { nco_training },nco_training,military,era_11,VISIBLE_POST1836,unlocking_technologies = { nco_training },INHERITED_FROM_VANILLA: unlocking_technologies = { nco_training },INHERITED_VANILLA,NO,MILITARY_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0232,EFFECTIVE_VANILLA,pm_mobile_warfare_tactics,pmg_training,building_barrack,common/production_methods/05_military.txt,131,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { mobile_armor },mobile_armor,military,era_12,VISIBLE_POST1836,unlocking_technologies = { mobile_armor },INHERITED_FROM_VANILLA: unlocking_technologies = { mobile_armor },INHERITED_VANILLA,NO,MILITARY_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0233,EFFECTIVE_VANILLA,pm_general_training_conscription,pmg_training_conscription,building_conscription_center,common/production_methods/05_military.txt,197,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { general_staff },general_staff,military,era_6,VISIBLE_TECH3A_I_VI,unlocking_technologies = { general_staff },INHERITED_FROM_VANILLA: unlocking_technologies = { general_staff },INHERITED_VANILLA,NO,MILITARY_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0234,EFFECTIVE_VANILLA,pm_advanced_tactics_training_conscription,pmg_training_conscription,building_conscription_center,common/production_methods/05_military.txt,219,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { military_statistics },military_statistics,military,era_9,VISIBLE_POST1836,unlocking_technologies = { military_statistics },INHERITED_FROM_VANILLA: unlocking_technologies = { military_statistics },INHERITED_VANILLA,NO,MILITARY_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0235,EFFECTIVE_VANILLA,pm_training_streamlining_conscription,pmg_training_conscription,building_conscription_center,common/production_methods/05_military.txt,245,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { wargaming },wargaming,military,era_9,VISIBLE_POST1836,unlocking_technologies = { wargaming },INHERITED_FROM_VANILLA: unlocking_technologies = { wargaming },INHERITED_VANILLA,NO,MILITARY_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0236,EFFECTIVE_VANILLA,pm_nco_incorporation_conscription,pmg_training_conscription,building_conscription_center,common/production_methods/05_military.txt,271,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { nco_training },nco_training,military,era_11,VISIBLE_POST1836,unlocking_technologies = { nco_training },INHERITED_FROM_VANILLA: unlocking_technologies = { nco_training },INHERITED_VANILLA,NO,MILITARY_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0237,EFFECTIVE_VANILLA,pm_mobile_warfare_tactics_conscription,pmg_training_conscription,building_conscription_center,common/production_methods/05_military.txt,297,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { mobile_armor },mobile_armor,military,era_12,VISIBLE_POST1836,unlocking_technologies = { mobile_armor },INHERITED_FROM_VANILLA: unlocking_technologies = { mobile_armor },INHERITED_VANILLA,NO,MILITARY_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0238,EFFECTIVE_VANILLA,pm_rail_transport_building_logging_camp,pmg_transportation_building_logging_camp,building_logging_camp,common/production_methods/09_misc_resource.txt,163,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { railways },railways,production,era_6,VISIBLE_TECH3A_I_VI,unlocking_technologies = { railways },INHERITED_FROM_VANILLA: unlocking_technologies = { railways },INHERITED_VANILLA,NO,NAVAL_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0239,EFFECTIVE_VANILLA,pm_log_carts,pmg_transportation_building_logging_camp,building_logging_camp,common/production_methods/09_misc_resource.txt,186,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { electric_railway },electric_railway,production,era_10,VISIBLE_POST1836,unlocking_technologies = { electric_railway },INHERITED_FROM_VANILLA: unlocking_technologies = { electric_railway },INHERITED_VANILLA,NO,NAVAL_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0240,EFFECTIVE_VANILLA,pm_rail_transport_building_oil_rig,pmg_transportation_building_oil_rig,building_oil_rig,common/production_methods/09_misc_resource.txt,602,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { railways },railways,production,era_6,VISIBLE_TECH3A_I_VI,unlocking_technologies = { railways },INHERITED_FROM_VANILLA: unlocking_technologies = { railways },INHERITED_VANILLA,NO,NAVAL_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0241,EFFECTIVE_VANILLA,pm_tanker_cars,pmg_transportation_building_oil_rig,building_oil_rig,common/production_methods/09_misc_resource.txt,626,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { steel_railway_cars },steel_railway_cars,production,era_8,VISIBLE_POST1836,unlocking_technologies = { steel_railway_cars },INHERITED_FROM_VANILLA: unlocking_technologies = { steel_railway_cars },INHERITED_VANILLA,NO,NAVAL_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0242,EFFECTIVE_VANILLA,radio_stations_tobacco,pmg_working_conditions_tobacco,building_tobacco_plantation,common/production_methods/04_plantations.txt,1187,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { radio },radio,production,era_11,VISIBLE_POST1836,unlocking_technologies = { radio },INHERITED_FROM_VANILLA: unlocking_technologies = { radio },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
